vote_event_id,voter_id,option,group_id
15127,224,absent,100004
15127,139,yes,100004
15127,254,yes,100004
15127,248,absent,100004
15127,256,absent,100004
15127,253,yes,100004
15127,257,absent,100004
15127,258,yes,100004
15127,250,absent,100004
15127,201,absent,100004
15127,196,abstain,100004
15127,276,absent,100004
15127,260,absent,100004
15127,285,yes,100004
15127,251,yes,100004
15127,261,yes,100004
15127,249,yes,100004
15127,262,yes,100004
15127,211,absent,100004
15127,264,yes,100004
15127,203,absent,100004
15127,239,absent,100004
15127,231,absent,100004
15127,265,yes,100004
15127,252,abstain,100004
15127,15,absent,100004
15127,287,absent,100004
15127,238,yes,100004
15127,234,absent,100004
15127,246,yes,100004
15127,284,absent,100004
15127,206,absent,100004
15127,244,absent,100004
15127,275,yes,100001
15127,236,absent,100001
15127,277,yes,100001
15127,13,yes,100001
15127,118,absent,100001
15127,193,yes,100001
15127,171,absent,100001
15127,120,yes,100001
15127,172,yes,100001
15127,235,absent,100001
15127,34,absent,100001
15127,237,absent,100001
15127,243,yes,100001
15127,268,absent,100001
15127,286,yes,100013
15127,255,absent,100013
15127,290,yes,100013
15127,207,absent,100013
15127,280,absent,100013
15127,240,absent,100013
15127,245,yes,100013
15127,272,yes,100013
15127,288,yes,100013
15127,241,absent,100013
15127,289,yes,100013
15127,169,absent,100015
15127,259,yes,100015
15127,281,absent,100015
15127,270,yes,100015
15127,271,absent,100015
15127,282,absent,100015
15127,292,absent,100017
15127,92,no,100017
15127,209,absent,100017
15127,247,absent,100017
15127,242,absent,100017
15127,266,absent,100017
15127,279,absent,100008
15127,233,yes,100008
15127,274,yes,100008
15127,283,yes,100008
15127,291,yes,100008
15127,273,absent,100018
15127,278,absent,100018
15127,269,abstain,100018
15127,63,yes,100018
15127,293,absent,100018
15127,267,absent,100018
15126,224,absent,100004
15126,139,abstain,100004
15126,254,yes,100004
15126,248,absent,100004
15126,256,absent,100004
15126,253,yes,100004
15126,257,absent,100004
15126,258,yes,100004
15126,250,yes,100004
15126,201,absent,100004
15126,196,abstain,100004
15126,276,absent,100004
15126,260,absent,100004
15126,285,absent,100004
15126,251,yes,100004
15126,261,yes,100004
15126,249,no,100004
15126,262,yes,100004
15126,211,absent,100004
15126,264,abstain,100004
15126,203,absent,100004
15126,239,absent,100004
15126,231,absent,100004
15126,265,yes,100004
15126,252,abstain,100004
15126,15,yes,100004
15126,287,absent,100004
15126,238,yes,100004
15126,234,absent,100004
15126,246,yes,100004
15126,284,absent,100004
15126,206,yes,100004
15126,244,absent,100004
15126,275,yes,100001
15126,236,absent,100001
15126,277,yes,100001
15126,13,yes,100001
15126,118,absent,100001
15126,193,abstain,100001
15126,171,absent,100001
15126,120,abstain,100001
15126,172,yes,100001
15126,235,absent,100001
15126,34,absent,100001
15126,237,absent,100001
15126,243,yes,100001
15126,268,absent,100001
15126,286,yes,100013
15126,255,absent,100013
15126,290,yes,100013
15126,207,absent,100013
15126,280,absent,100013
15126,240,absent,100013
15126,245,yes,100013
15126,272,yes,100013
15126,288,yes,100013
15126,241,absent,100013
15126,289,yes,100013
15126,169,absent,100015
15126,259,yes,100015
15126,281,absent,100015
15126,270,yes,100015
15126,271,absent,100015
15126,282,absent,100015
15126,292,absent,100017
15126,92,yes,100017
15126,209,absent,100017
15126,247,absent,100017
15126,242,abstain,100017
15126,266,yes,100017
15126,279,absent,100008
15126,233,yes,100008
15126,274,yes,100008
15126,283,yes,100008
15126,291,yes,100008
15126,273,absent,100018
15126,278,absent,100018
15126,269,yes,100018
15126,63,yes,100018
15126,293,absent,100018
15126,267,absent,100018
15125,224,absent,100004
15125,139,yes,100004
15125,254,yes,100004
15125,248,absent,100004
15125,256,absent,100004
15125,253,yes,100004
15125,257,absent,100004
15125,258,yes,100004
15125,250,yes,100004
15125,201,absent,100004
15125,196,yes,100004
15125,276,absent,100004
15125,260,absent,100004
15125,285,absent,100004
15125,251,absent,100004
15125,261,yes,100004
15125,249,absent,100004
15125,262,yes,100004
15125,211,absent,100004
15125,264,yes,100004
15125,203,absent,100004
15125,239,absent,100004
15125,231,absent,100004
15125,265,yes,100004
15125,252,yes,100004
15125,15,yes,100004
15125,287,absent,100004
15125,238,yes,100004
15125,234,absent,100004
15125,246,yes,100004
15125,284,absent,100004
15125,206,yes,100004
15125,244,absent,100004
15125,275,yes,100001
15125,236,absent,100001
15125,277,yes,100001
15125,13,yes,100001
15125,118,absent,100001
15125,193,abstain,100001
15125,171,absent,100001
15125,120,abstain,100001
15125,172,yes,100001
15125,235,absent,100001
15125,34,absent,100001
15125,237,absent,100001
15125,243,yes,100001
15125,268,absent,100001
15125,286,yes,100013
15125,255,yes,100013
15125,290,yes,100013
15125,207,absent,100013
15125,280,absent,100013
15125,240,absent,100013
15125,245,yes,100013
15125,272,yes,100013
15125,288,yes,100013
15125,241,absent,100013
15125,289,yes,100013
15125,169,absent,100015
15125,259,yes,100015
15125,281,absent,100015
15125,270,yes,100015
15125,271,absent,100015
15125,282,absent,100015
15125,292,absent,100017
15125,92,yes,100017
15125,209,absent,100017
15125,247,absent,100017
15125,242,abstain,100017
15125,266,yes,100017
15125,279,absent,100008
15125,233,yes,100008
15125,274,yes,100008
15125,283,yes,100008
15125,291,yes,100008
15125,273,absent,100018
15125,278,absent,100018
15125,269,yes,100018
15125,63,yes,100018
15125,293,absent,100018
15125,267,absent,100018
15124,224,absent,100004
15124,139,abstain,100004
15124,254,yes,100004
15124,248,absent,100004
15124,256,absent,100004
15124,253,yes,100004
15124,257,absent,100004
15124,258,yes,100004
15124,250,yes,100004
15124,201,absent,100004
15124,196,yes,100004
15124,276,absent,100004
15124,260,absent,100004
15124,285,absent,100004
15124,251,absent,100004
15124,261,abstain,100004
15124,249,absent,100004
15124,262,yes,100004
15124,211,absent,100004
15124,264,yes,100004
15124,203,absent,100004
15124,239,absent,100004
15124,231,absent,100004
15124,265,yes,100004
15124,252,abstain,100004
15124,15,yes,100004
15124,287,absent,100004
15124,238,yes,100004
15124,234,absent,100004
15124,246,yes,100004
15124,284,absent,100004
15124,206,yes,100004
15124,244,absent,100004
15124,275,yes,100001
15124,236,absent,100001
15124,277,yes,100001
15124,13,yes,100001
15124,118,absent,100001
15124,193,yes,100001
15124,171,absent,100001
15124,120,abstain,100001
15124,172,yes,100001
15124,235,absent,100001
15124,34,absent,100001
15124,237,absent,100001
15124,243,yes,100001
15124,268,absent,100001
15124,286,yes,100013
15124,255,yes,100013
15124,290,yes,100013
15124,207,absent,100013
15124,280,absent,100013
15124,240,absent,100013
15124,245,yes,100013
15124,272,yes,100013
15124,288,yes,100013
15124,241,absent,100013
15124,289,yes,100013
15124,169,absent,100015
15124,259,yes,100015
15124,281,absent,100015
15124,270,yes,100015
15124,271,absent,100015
15124,282,absent,100015
15124,292,absent,100017
15124,92,yes,100017
15124,209,absent,100017
15124,247,absent,100017
15124,242,yes,100017
15124,266,yes,100017
15124,279,absent,100008
15124,233,abstain,100008
15124,274,yes,100008
15124,283,abstain,100008
15124,291,yes,100008
15124,273,absent,100018
15124,278,absent,100018
15124,269,yes,100018
15124,63,yes,100018
15124,293,absent,100018
15124,267,absent,100018
15123,224,absent,100004
15123,139,yes,100004
15123,254,yes,100004
15123,248,yes,100004
15123,256,absent,100004
15123,253,yes,100004
15123,257,yes,100004
15123,258,yes,100004
15123,250,yes,100004
15123,201,absent,100004
15123,196,yes,100004
15123,276,yes,100004
15123,260,yes,100004
15123,285,yes,100004
15123,251,yes,100004
15123,261,yes,100004
15123,249,yes,100004
15123,262,yes,100004
15123,211,yes,100004
15123,264,yes,100004
15123,203,yes,100004
15123,239,absent,100004
15123,231,absent,100004
15123,265,yes,100004
15123,252,yes,100004
15123,15,yes,100004
15123,287,absent,100004
15123,238,yes,100004
15123,234,yes,100004
15123,246,yes,100004
15123,284,yes,100004
15123,206,yes,100004
15123,244,absent,100004
15123,275,yes,100001
15123,236,absent,100001
15123,277,yes,100001
15123,13,yes,100001
15123,118,absent,100001
15123,193,yes,100001
15123,171,absent,100001
15123,120,yes,100001
15123,172,yes,100001
15123,235,absent,100001
15123,34,absent,100001
15123,237,yes,100001
15123,243,yes,100001
15123,268,absent,100001
15123,286,yes,100013
15123,255,yes,100013
15123,290,yes,100013
15123,207,absent,100013
15123,280,absent,100013
15123,240,absent,100013
15123,245,yes,100013
15123,272,yes,100013
15123,288,yes,100013
15123,241,absent,100013
15123,289,yes,100013
15123,169,yes,100015
15123,259,yes,100015
15123,281,yes,100015
15123,270,yes,100015
15123,271,absent,100015
15123,282,yes,100015
15123,292,absent,100017
15123,92,yes,100017
15123,209,absent,100017
15123,247,yes,100017
15123,242,yes,100017
15123,266,yes,100017
15123,279,absent,100008
15123,233,yes,100008
15123,274,yes,100008
15123,283,yes,100008
15123,291,yes,100008
15123,273,yes,100018
15123,278,absent,100018
15123,269,abstain,100018
15123,63,yes,100018
15123,293,absent,100018
15123,267,absent,100018
15122,224,absent,100004
15122,139,yes,100004
15122,254,yes,100004
15122,248,yes,100004
15122,256,absent,100004
15122,253,abstain,100004
15122,257,yes,100004
15122,258,yes,100004
15122,250,yes,100004
15122,201,absent,100004
15122,196,abstain,100004
15122,276,yes,100004
15122,260,yes,100004
15122,285,yes,100004
15122,251,yes,100004
15122,261,yes,100004
15122,249,yes,100004
15122,262,yes,100004
15122,211,yes,100004
15122,264,yes,100004
15122,203,yes,100004
15122,239,absent,100004
15122,231,absent,100004
15122,265,yes,100004
15122,252,yes,100004
15122,15,yes,100004
15122,287,absent,100004
15122,238,yes,100004
15122,234,yes,100004
15122,246,yes,100004
15122,284,yes,100004
15122,206,yes,100004
15122,244,absent,100004
15122,275,yes,100001
15122,236,absent,100001
15122,277,yes,100001
15122,13,yes,100001
15122,118,absent,100001
15122,193,yes,100001
15122,171,absent,100001
15122,120,abstain,100001
15122,172,yes,100001
15122,235,absent,100001
15122,34,absent,100001
15122,237,yes,100001
15122,243,abstain,100001
15122,268,yes,100001
15122,286,yes,100013
15122,255,yes,100013
15122,290,yes,100013
15122,207,yes,100013
15122,280,absent,100013
15122,240,absent,100013
15122,245,yes,100013
15122,272,yes,100013
15122,288,yes,100013
15122,241,absent,100013
15122,289,yes,100013
15122,169,yes,100015
15122,259,yes,100015
15122,281,yes,100015
15122,270,yes,100015
15122,271,absent,100015
15122,282,yes,100015
15122,292,absent,100017
15122,92,yes,100017
15122,209,absent,100017
15122,247,yes,100017
15122,242,yes,100017
15122,266,yes,100017
15122,279,absent,100008
15122,233,yes,100008
15122,274,yes,100008
15122,283,yes,100008
15122,291,yes,100008
15122,273,abstain,100018
15122,278,absent,100018
15122,269,abstain,100018
15122,63,abstain,100018
15122,293,absent,100018
15122,267,absent,100018
15121,224,absent,100004
15121,139,yes,100004
15121,254,yes,100004
15121,248,yes,100004
15121,256,absent,100004
15121,253,abstain,100004
15121,257,yes,100004
15121,258,yes,100004
15121,250,yes,100004
15121,201,yes,100004
15121,196,abstain,100004
15121,276,yes,100004
15121,260,yes,100004
15121,285,yes,100004
15121,251,yes,100004
