vote_event_id,voter_id,option,group_id
13349,224,absent,100004
13349,139,yes,100004
13349,248,absent,100004
13349,213,yes,100004
13349,253,absent,100004
13349,232,absent,100004
13349,142,yes,100004
13349,250,absent,100004
13349,230,absent,100004
13349,201,absent,100004
13349,212,yes,100004
13349,228,yes,100004
13349,196,yes,100004
13349,220,yes,100004
13349,66,yes,100004
13349,210,absent,100004
13349,222,yes,100004
13349,251,yes,100004
13349,249,absent,100004
13349,211,absent,100004
13349,247,yes,100004
13349,242,absent,100004
13349,229,yes,100004
13349,215,absent,100004
13349,203,yes,100004
13349,239,yes,100004
13349,231,absent,100004
13349,219,yes,100004
13349,252,abstain,100004
13349,15,yes,100004
13349,238,yes,100004
13349,234,absent,100004
13349,246,absent,100004
13349,221,yes,100004
13349,205,absent,100004
13349,206,absent,100004
13349,225,yes,100004
13349,244,absent,100004
13349,236,yes,100001
13349,190,absent,100001
13349,13,yes,100001
13349,118,yes,100001
13349,193,yes,100001
13349,171,absent,100001
13349,200,absent,100001
13349,216,absent,100001
13349,120,absent,100001
13349,172,absent,100001
13349,23,yes,100001
13349,235,absent,100001
13349,14,absent,100001
13349,112,absent,100001
13349,217,absent,100001
13349,34,absent,100001
13349,202,absent,100001
13349,197,absent,100001
13349,156,yes,100001
13349,194,absent,100001
13349,204,absent,100001
13349,195,absent,100001
13349,237,absent,100001
13349,243,yes,100001
13349,207,yes,100009
13349,240,absent,100009
13349,245,absent,100009
13349,199,yes,100009
13349,214,yes,100009
13349,44,absent,100009
13349,241,absent,100009
13349,169,absent,100003
13349,131,absent,100003
13349,208,absent,100003
13349,121,absent,100003
13349,174,yes,100003
13349,226,yes,100018
13349,233,absent,100018
13349,92,yes,100018
13349,223,yes,100018
13349,209,absent,100018
13349,198,absent,100018
13349,192,absent,100018
13348,224,absent,100004
13348,139,yes,100004
13348,248,absent,100004
13348,213,yes,100004
13348,253,yes,100004
13348,232,absent,100004
13348,142,yes,100004
13348,250,absent,100004
13348,230,absent,100004
13348,201,absent,100004
13348,212,yes,100004
13348,228,absent,100004
13348,196,yes,100004
13348,220,yes,100004
13348,66,yes,100004
13348,210,absent,100004
13348,222,yes,100004
13348,251,yes,100004
13348,249,absent,100004
13348,211,absent,100004
13348,247,yes,100004
13348,242,absent,100004
13348,229,yes,100004
13348,215,absent,100004
13348,203,yes,100004
13348,239,yes,100004
13348,231,absent,100004
13348,219,yes,100004
13348,252,abstain,100004
13348,15,yes,100004
13348,238,yes,100004
13348,234,absent,100004
13348,246,absent,100004
13348,221,yes,100004
13348,205,absent,100004
13348,206,absent,100004
13348,225,yes,100004
13348,244,absent,100004
13348,236,yes,100001
13348,190,absent,100001
13348,13,yes,100001
13348,118,yes,100001
13348,193,yes,100001
13348,171,absent,100001
13348,200,absent,100001
13348,216,absent,100001
13348,120,absent,100001
13348,172,absent,100001
13348,23,absent,100001
13348,235,absent,100001
13348,14,absent,100001
13348,112,absent,100001
13348,217,absent,100001
13348,34,absent,100001
13348,202,absent,100001
13348,197,absent,100001
13348,156,yes,100001
13348,194,absent,100001
13348,204,absent,100001
13348,195,absent,100001
13348,237,absent,100001
13348,243,yes,100001
13348,207,absent,100009
13348,240,absent,100009
13348,245,absent,100009
13348,199,yes,100009
13348,214,yes,100009
13348,44,absent,100009
13348,241,absent,100009
13348,169,absent,100003
13348,131,absent,100003
13348,208,absent,100003
13348,121,absent,100003
13348,174,abstain,100003
13348,226,yes,100018
13348,233,absent,100018
13348,92,yes,100018
13348,223,yes,100018
13348,209,absent,100018
13348,198,absent,100018
13348,192,absent,100018
