vote_event_id,voter_id,option,group_id
4549,138,absent,100001
4549,133,yes,100001
4549,118,absent,100001
4549,130,absent,100001
4549,143,absent,100001
4549,120,absent,100001
4549,122,absent,100001
4549,111,absent,100001
4549,23,yes,100001
4549,24,yes,100001
4549,149,absent,100001
4549,14,yes,100001
4549,167,yes,100001
4549,151,absent,100001
4549,112,absent,100001
4549,156,yes,100001
4549,158,absent,100001
4549,160,yes,100001
4549,161,absent,100001
4549,45,yes,100009
4549,119,yes,100009
4549,50,yes,100009
4549,127,yes,100009
4549,131,yes,100009
4549,165,absent,100009
4549,44,yes,100009
4549,80,yes,100009
4549,129,absent,100009
4549,54,yes,100009
4549,159,yes,100009
4549,134,absent,100002
4549,125,absent,100002
4549,110,yes,100002
4549,61,yes,100002
4549,146,absent,100002
4549,115,yes,100002
4549,121,yes,100002
4549,154,yes,100002
4549,128,absent,100002
4549,162,absent,100002
4549,139,absent,100004
4549,142,yes,100004
4549,144,yes,100004
4549,150,yes,100004
4549,11,absent,100004
4549,30,yes,100004
4549,15,absent,100004
4549,141,yes,100014
4549,147,absent,100014
4549,123,yes,100014
4549,63,yes,100014
4549,163,absent,100014
4549,135,absent,100018
4549,145,absent,100018
4548,138,absent,100001
4548,133,yes,100001
4548,118,absent,100001
4548,130,absent,100001
4548,143,absent,100001
4548,120,absent,100001
4548,122,absent,100001
4548,111,absent,100001
4548,23,yes,100001
4548,24,yes,100001
4548,149,absent,100001
4548,14,yes,100001
4548,167,yes,100001
4548,151,absent,100001
4548,112,yes,100001
4548,156,yes,100001
4548,158,absent,100001
4548,160,yes,100001
4548,161,absent,100001
4548,45,yes,100009
4548,119,yes,100009
4548,50,yes,100009
4548,127,yes,100009
4548,131,yes,100009
4548,165,absent,100009
4548,44,yes,100009
4548,80,yes,100009
4548,129,absent,100009
4548,54,yes,100009
4548,159,yes,100009
4548,134,absent,100002
4548,125,absent,100002
4548,110,yes,100002
4548,61,yes,100002
4548,146,absent,100002
4548,115,yes,100002
4548,121,yes,100002
4548,154,yes,100002
4548,128,absent,100002
4548,162,absent,100002
4548,139,absent,100004
4548,142,yes,100004
4548,144,yes,100004
4548,150,yes,100004
4548,11,absent,100004
4548,30,yes,100004
4548,15,absent,100004
4548,141,yes,100014
4548,147,absent,100014
4548,123,yes,100014
4548,63,yes,100014
4548,163,absent,100014
4548,135,absent,100018
4548,145,absent,100018
4547,138,absent,100001
4547,133,yes,100001
4547,118,absent,100001
4547,130,absent,100001
4547,143,absent,100001
4547,120,absent,100001
4547,122,absent,100001
4547,111,absent,100001
4547,23,yes,100001
4547,24,yes,100001
4547,149,absent,100001
4547,14,yes,100001
4547,167,yes,100001
4547,151,absent,100001
4547,112,yes,100001
4547,156,yes,100001
4547,158,absent,100001
4547,160,yes,100001
4547,161,absent,100001
4547,45,yes,100009
4547,119,yes,100009
4547,50,yes,100009
4547,127,yes,100009
4547,131,yes,100009
4547,165,absent,100009
4547,44,yes,100009
4547,80,yes,100009
4547,129,absent,100009
4547,54,yes,100009
4547,159,yes,100009
4547,134,absent,100002
4547,125,absent,100002
4547,110,yes,100002
4547,61,yes,100002
4547,146,absent,100002
4547,115,yes,100002
4547,121,yes,100002
4547,154,yes,100002
4547,128,absent,100002
4547,162,absent,100002
4547,139,absent,100004
4547,142,yes,100004
4547,144,yes,100004
4547,150,abstain,100004
4547,11,absent,100004
4547,30,yes,100004
4547,15,absent,100004
4547,141,yes,100014
4547,147,absent,100014
4547,123,yes,100014
