vote_event_id,voter_id,option,explanation
1,29,yes,
10,29,no,
11,29,no,
12,29,yes,
13,29,no,
14,29,yes,
15,29,no,
16,29,no,
17,29,no,
18,29,no,
19,29,no,
2,29,yes,
20,29,no,
22,29,no,
23,29,no,
24,29,yes,
25,29,no,
26,29,yes,
27,29,no,
28,29,yes,
29,29,yes,
3,29,no,
30,29,yes,
31,29,abstain,
32,29,yes,
33,29,yes,
34,29,no,
35,29,no,"Ano, ale nasi polnohospodari by mali mat rovnake sance, ako polnohospodari zo straych CK."
36,29,no,
37,29,yes,
38,29,no,
4,29,yes,Stratime vsak tym konkurencieschopnost na globalnom trhu.
40,29,yes,
42,29,no,
43,29,no,
5,29,yes,
6,29,no,
7,29,no,
8,29,no,
9,29,yes,
1,18,yes,
10,18,no,
11,18,no,
12,18,yes,
13,18,no,
14,18,yes,
15,18,no,
16,18,no,
17,18,yes,
18,18,yes,
19,18,no,
2,18,yes,
20,18,no,
22,18,no,
23,18,yes,
24,18,yes,
25,18,no,
26,18,yes,
27,18,yes,
28,18,yes,
29,18,no,
3,18,yes,
30,18,yes,
31,18,no,
32,18,yes,
33,18,no,
34,18,no,
35,18,no,
36,18,no,
37,18,yes,
38,18,yes,
4,18,yes,
40,18,yes,
42,18,yes,
43,18,yes,
5,18,no,
6,18,no,
7,18,no,
8,18,no,
9,18,yes,
1,12,yes,
10,12,no,
11,12,abstain,
12,12,yes,
13,12,yes,
14,12,yes,
15,12,yes,
16,12,yes,
17,12,yes,
18,12,abstain,
19,12,yes,
2,12,yes,EÚ musí priniesť rovnosť.
20,12,yes,
22,12,yes,
23,12,yes,
24,12,yes,
25,12,abstain,
26,12,yes,
27,12,yes,
28,12,yes,
29,12,yes,
3,12,yes,Už je potrebné iné pravidlo: EÚ pre občanov.
30,12,yes,
31,12,yes,
32,12,yes,
33,12,no,
34,12,yes,
35,12,no,
36,12,no,
37,12,yes,
38,12,yes,
4,12,yes,
40,12,no,EÚ nemôže zastaviť drobnú tradičnú lokálnu výrobu.
42,12,no,
43,12,no,
5,12,yes,Treba podporovať obnoviteľné zdroje.
6,12,no,
7,12,no,Treba zachrániť národnú úrodu.
8,12,yes,
9,12,yes,
1,7,yes,
10,7,no,
11,7,no,
12,7,yes,
13,7,yes,
14,7,yes,
15,7,yes,
16,7,yes,
17,7,yes,
18,7,no,
19,7,no,
2,7,yes,
20,7,yes,
22,7,yes,
23,7,no,
24,7,yes,
25,7,yes,
26,7,yes,
27,7,yes,
28,7,yes,
29,7,no,
3,7,yes,
30,7,yes,
31,7,no,
32,7,no,
33,7,yes,
34,7,yes,
35,7,no,
36,7,no,
37,7,yes,
38,7,abstain,
4,7,yes,
40,7,no,
42,7,no,
43,7,no,
5,7,no,
6,7,no,
7,7,no,
8,7,yes,
9,7,yes,
1,19,yes,
10,19,no,
11,19,no,
12,19,yes,
13,19,no,
14,19,yes,
15,19,yes,
16,19,no,
17,19,no,
18,19,no,
19,19,no,
2,19,yes,
20,19,no,
22,19,no,
23,19,no,
24,19,yes,
25,19,abstain,
26,19,yes,
27,19,yes,
28,19,yes,
29,19,no,
3,19,yes,
30,19,yes,
31,19,no,
32,19,yes,
33,19,yes,
34,19,no,
35,19,no,
36,19,no,
37,19,no,
38,19,no,
4,19,yes,
40,19,yes,
42,19,no,
43,19,no,
5,19,yes,
6,19,no,
7,19,no,
8,19,yes,
9,19,yes,
1,2,yes,
10,2,no,
11,2,yes,"Staviam sa proti prijímaniu krajín, ktoré nespĺňajú predvstupné hospodárske, sociálne a predovšetkým ľudskoprávne požiadavky."
12,2,yes,
13,2,no,
14,2,no,
15,2,no,
16,2,no,
17,2,no,
18,2,no,"Suverenita členských štátov v tejto oblasti musí byť prísne rešpektovaná, pretože rodinné právo patrí medzi právomoci členských štátov."
19,2,no,Považujem však za v hodné v zájme bezpečnosti stanoviť určité minimálne požiadavky pre udelenie azylu.
2,2,yes,
20,2,no,
22,2,no,
23,2,no,
24,2,no,
25,2,abstain,
26,2,yes,
27,2,yes,
28,2,yes,
29,2,no,
3,2,yes,
30,2,yes,
31,2,yes,"Áno, pokiaľ bude spĺňať striktné požiadavky vyplývajúce z práva EÚ a zaručí dobré fungovanie vnútorného trhu a vysokú kvalitu tovarov a služieb na ňom."
32,2,no,
33,2,no,
34,2,no,
35,2,no,
36,2,no,
37,2,no,
38,2,no,Sloboda pohybu pracovníkov patrí medzi hlavné piliere vnútorného trhu EÚ.
4,2,yes,
40,2,no,
42,2,no,
43,2,no,
5,2,no,
6,2,no,
7,2,no,
8,2,no,
9,2,no,
1,27,yes,
10,27,no,
11,27,no,
12,27,no,
13,27,no,
14,27,yes,
15,27,yes,
16,27,no,"Sucastne prostriedky vynakladane na rozvojovu pomoc EU su dostatocne,mali by byt vsak lepsie vyuzivane a kontrolovane."
17,27,no,
18,27,no,
19,27,yes,
2,27,no,
20,27,no,
22,27,no,
23,27,no,
24,27,yes,
25,27,yes,
26,27,yes,
27,27,yes,
28,27,yes,
29,27,no,
3,27,yes,"Ano, ale po konzultacii s Komisiou a dopadovej studii zohladnujucej princip subsidiarity."
30,27,yes,
