vote_event_id,voter_id,option,explanation
1,3,yes,
10,3,yes,
11,3,yes,
12,3,yes,
13,3,no,
14,3,yes,
15,3,yes,
16,3,no,
17,3,yes,
18,3,yes,
19,3,abstain,
2,3,yes,
3,3,yes,
4,3,yes,
5,3,yes,
6,3,abstain,
7,3,abstain,
8,3,yes,
9,3,abstain,
1,9,yes,"Vyrovnaný rozpočet by měl být pravidlem. Nelze však vyloučit, že mimořádné výdaje do rozvoje, mohou být v zájmu města."
10,9,no,"Pokud budou důsledně rozděleny kompetence a striktně dodržovány, má to svůj význam. Jeden člověk nezvládne práci za tři."
11,9,yes,"V oblasti veřejného pořádku jsou stále velké rezervy. Jde však rovněž o operativní vyhodnocování záznamů a postih, a to nejen ve vztahu k trestné činnosti, ale i ve vztahu k rušení veřejného pořádku, zejména nočního klidu."
12,9,no,"Takovýto projekt by měla řešit např. hospodářská komora, nebo nějaká rozvojová agentura, či silný podnikatelský subjekt. Město může být nefinančním partnerem takového projektu."
13,9,no,"Každý, kdo produkuje odpad by se měl odpovídající měrou podílet na jeho likvidaci, což vyjadřuje finanční zapojení každého občana. Pouze takový přístup vytváří odpovědnost za chování vůči životnímu prostředí."
14,9,yes,"Rozšíření sféry školního a předškolního vzdělávání je vždy přínosem. Nelze to však činit bez úzké vazby s občany, kteří takové alternativy případně požadují. Chceme však upozornit, že církevní školy jsou zákonnou součástí školské soustavy a je tedy zavádějící považovat je za alternativu."
15,9,yes,"To se už v mnoha případech děje. Město by se nemělo chovat jako developer a prodávat nejvyšší nabídce pro horních několik desítek občanů. To ovšem předpokládá, že město bude mít  dostatek připravených pozemků pro stavbu rodinných domů, aby byly dostupnější pro širší skupinu ekonomicky aktivních obyvatel."
16,9,no,"Jedná se o zcela chybně položenou otázku. Zámek Kinských a Zelená hora jsou a budou centrem turistiky, ať se to někomu líbí nebo ne. Je však nutné respektovat smluvní vztahy, které jsou v tuto chvíli nějak nastaveny. Město může, a musí být koordinátorem kroků vedoucích k vyšší spolupráci na rozvoji turistického a cestovního ruchu."
17,9,yes,Starostování je práce na plný úvazek.
18,9,no,"Bezplatné, či snížené jízdné, však může být pro konkrétní cílové skupiny, jako jsou např. lidé nad 70 let, či děti a studenti. Základní jízdné, však musí být cenově zajímavé."
