vote_event_id,voter_id,option,explanation
1,8,no,Měla by se ale rekonstruovat celá veřejná správa v Pardubicích a snížit náklady na její výkon
10,8,yes,
11,8,yes,
12,8,no,
13,8,yes,"Ano, ale ne finančně."
14,8,yes,
15,8,no,
16,8,no,
17,8,yes,
18,8,no,
19,8,no,
2,8,no,
20,8,no,
3,8,yes,
4,8,no,
5,8,abstain,
6,8,no,
7,8,yes,
8,8,no,
9,8,no,
1,11,yes,
10,11,yes,
11,11,yes,
12,11,yes,
13,11,yes,
14,11,yes,
15,11,no,
16,11,yes,
17,11,yes,
18,11,yes,
19,11,no,
2,11,no,Doporučujeme dále jednat o ceně s budoucím investorem.
20,11,no,
3,11,yes,
4,11,no,
5,11,no,Připraven je multifunkční projekt financován soukromým investorem.
6,11,yes,"Chceme za určitých podmínek (třídění atd.) zrušit poplatky za svoz odpadu. Zároveň chceme ověřit, zda cena, za kterou město svoz odpadu objednává, není zbytečně vysoká. Víme, že některé obvody šetří svým občanům peníze, pokud objednávají svoz odpadu tržním způsobem."
7,11,yes,
8,11,yes,
9,11,yes,
1,12,yes,
10,12,yes,
11,12,no,Jde o legislativně velmi náročný a nebezpečný záměr.
12,12,yes,
13,12,yes,A také podporuje. Letiště vnímáme jako jeden z důležitých prvků pro dlouhodobý ekonomický rozvoj regionu.
14,12,yes,
15,12,no,"Finanční náročnost podoby ""stožáru"" je příliš vysoká."
16,12,yes,
17,12,yes,"Dosavadní zkušenosti jednoznačně dokazují, že kamerový systém výrazně zvyšuje bezpečnost ve městě."
18,12,no,
19,12,no,"Centrum potřebuje vyšší počet parkovacích míst, avšak moderním způsobem běžným v zemích západní Evropy, tedy v parkovacích domech. Nebráníme se zdražení poplatků za parkování pro návštěvníky města. Dále hodláme podporovat dostupné parkování rezidentů."
2,12,abstain,"Předpokladem je nejen studie obsahového využití, ale také ekonomické stability. Pokud jde o investiční náklady lze počítat s podporou z dotačních titulů, avšak provozní výdaje nového centra bude nutné zajistit bez navýšení provozních výdajů na kulturní a společenské aktivity ve městě."
20,12,no,"Zelený pás kolem řeky Labe vnímáme jako důležitý městotvorný prvek pro rekreaci obyvatel města. Město nejdříve musí vytěžit rozvojové lokality např. areálu bývalé Prokopky, plochy v okolí železničního nádraží, lihovaru,  Hůrka, Tesla apod. Zástavba zelených ploch musí být vždy až poslední možností."
3,12,yes,
4,12,no,
5,12,yes,"V případě dlouhodého nevyužívání areálu jde o efektivnějších cestu. Např. stočné, které je nyní nutné hradit, jde do milionů."
6,12,no,Po městskou kasu by to znamenalo výpadek příjmů v řádu desítek milionů korun.
7,12,yes,"Pokud to zákon umožňuje, již je realizováno nyní."
8,12,yes,
