vote_event_id,voter_id,option,group_id
11147,185,yes,100001
11147,190,yes,100001
11147,13,yes,100001
11147,118,yes,100001
11147,193,yes,100001
11147,183,yes,100001
11147,188,yes,100001
11147,186,yes,100001
11147,171,yes,100001
11147,200,yes,100001
11147,100,yes,100001
11147,216,yes,100001
11147,120,yes,100001
11147,37,yes,100001
11147,178,yes,100001
11147,173,yes,100001
11147,176,yes,100001
11147,172,yes,100001
11147,198,yes,100001
11147,23,yes,100001
11147,14,yes,100001
11147,112,yes,100001
11147,181,yes,100001
11147,217,yes,100001
11147,34,yes,100001
11147,179,yes,100001
11147,177,yes,100001
11147,202,yes,100001
11147,197,yes,100001
11147,156,yes,100001
11147,194,yes,100001
11147,189,yes,100001
11147,204,yes,100001
11147,195,yes,100001
11147,184,yes,100001
11147,224,no,100004
11147,139,no,100004
11147,213,abstain,100004
11147,218,no,100004
11147,232,no,100004
11147,223,no,100004
11147,142,no,100004
11147,230,no,100004
11147,201,no,100004
11147,212,no,100004
11147,228,no,100004
11147,196,no,100004
11147,220,no,100004
11147,66,no,100004
11147,214,no,100004
11147,210,no,100004
11147,222,no,100004
11147,211,no,100004
11147,229,no,100004
11147,192,no,100004
11147,215,no,100004
11147,203,no,100004
11147,231,no,100004
11147,219,no,100004
11147,15,no,100004
11147,221,absent,100004
11147,205,absent,100004
11147,206,no,100004
11147,225,no,100004
11147,169,yes,100003
11147,52,yes,100003
11147,131,yes,100003
11147,208,yes,100003
11147,180,yes,100003
11147,121,yes,100003
11147,187,yes,100003
11147,174,yes,100003
11147,207,abstain,100009
11147,199,abstain,100009
11147,44,abstain,100009
11147,170,no,100018
11147,226,no,100018
11147,209,no,100018
11147,182,abstain,100018
11146,185,yes,100001
11146,190,yes,100001
11146,13,yes,100001
11146,118,yes,100001
11146,193,yes,100001
11146,183,yes,100001
11146,188,yes,100001
11146,186,yes,100001
11146,171,yes,100001
11146,200,yes,100001
11146,100,yes,100001
11146,216,yes,100001
11146,120,abstain,100001
11146,37,yes,100001
11146,178,yes,100001
11146,173,yes,100001
11146,176,yes,100001
11146,172,yes,100001
11146,198,yes,100001
11146,23,yes,100001
11146,14,yes,100001
11146,112,yes,100001
11146,181,yes,100001
11146,217,yes,100001
11146,34,yes,100001
11146,179,yes,100001
11146,177,yes,100001
11146,202,yes,100001
11146,197,yes,100001
11146,156,yes,100001
11146,194,yes,100001
11146,189,yes,100001
11146,204,yes,100001
11146,195,yes,100001
11146,184,yes,100001
11146,224,no,100004
11146,139,no,100004
11146,213,no,100004
11146,218,no,100004
11146,232,no,100004
11146,223,no,100004
11146,142,no,100004
11146,230,no,100004
11146,201,no,100004
11146,212,no,100004
11146,228,no,100004
11146,196,no,100004
11146,220,no,100004
11146,66,no,100004
11146,214,no,100004
11146,210,no,100004
11146,222,no,100004
11146,211,no,100004
11146,229,no,100004
11146,192,no,100004
11146,215,no,100004
11146,203,no,100004
11146,231,no,100004
11146,219,no,100004
11146,15,no,100004
11146,221,absent,100004
11146,205,absent,100004
11146,206,no,100004
11146,225,no,100004
11146,169,yes,100003
11146,52,yes,100003
11146,131,yes,100003
11146,208,yes,100003
11146,180,yes,100003
11146,121,yes,100003
11146,187,yes,100003
11146,174,yes,100003
11146,207,absent,100009
11146,199,abstain,100009
11146,44,no,100009
11146,170,no,100018
11146,226,no,100018
11146,209,no,100018
11146,182,abstain,100018
11145,185,yes,100001
11145,190,yes,100001
11145,13,yes,100001
11145,118,yes,100001
11145,193,yes,100001
11145,183,yes,100001
11145,188,yes,100001
11145,186,yes,100001
11145,171,yes,100001
11145,200,yes,100001
11145,100,yes,100001
11145,216,yes,100001
11145,120,yes,100001
11145,37,yes,100001
11145,178,yes,100001
11145,173,yes,100001
11145,176,yes,100001
11145,172,yes,100001
11145,198,yes,100001
11145,23,yes,100001
11145,14,yes,100001
11145,112,yes,100001
11145,181,yes,100001
11145,217,yes,100001
11145,34,yes,100001
11145,179,yes,100001
11145,177,yes,100001
11145,202,yes,100001
11145,197,yes,100001
11145,156,yes,100001
11145,194,yes,100001
11145,189,yes,100001
11145,204,yes,100001
11145,195,yes,100001
11145,184,absent,100001
11145,224,no,100004
11145,139,abstain,100004
11145,213,no,100004
11145,218,absent,100004
11145,232,no,100004
11145,223,no,100004
11145,142,abstain,100004
11145,230,abstain,100004
11145,201,abstain,100004
11145,212,abstain,100004
11145,228,no,100004
11145,196,no,100004
11145,220,no,100004
11145,66,abstain,100004
11145,214,abstain,100004
11145,210,no,100004
11145,222,no,100004
11145,211,no,100004
11145,229,no,100004
11145,192,abstain,100004
11145,215,no,100004
11145,203,abstain,100004
11145,231,abstain,100004
11145,219,absent,100004
11145,15,abstain,100004
11145,221,no,100004
11145,205,absent,100004
11145,206,abstain,100004
11145,225,no,100004
11145,169,yes,100003
11145,52,absent,100003
11145,131,yes,100003
11145,208,yes,100003
11145,180,abstain,100003
11145,121,yes,100003
11145,187,yes,100003
11145,174,yes,100003
11145,207,absent,100009
11145,199,abstain,100009
11145,44,yes,100009
11145,170,abstain,100018
11145,226,abstain,100018
11145,209,abstain,100018
11145,182,abstain,100018
11144,185,yes,100001
11144,190,yes,100001
11144,13,yes,100001
11144,118,yes,100001
11144,193,yes,100001
11144,183,abstain,100001
11144,188,yes,100001
11144,186,yes,100001
11144,171,yes,100001
11144,200,yes,100001
11144,100,yes,100001
11144,216,yes,100001
11144,120,yes,100001
11144,37,yes,100001
11144,178,yes,100001
11144,173,yes,100001
11144,176,yes,100001
11144,172,yes,100001
11144,198,yes,100001
11144,23,yes,100001
11144,14,yes,100001
11144,112,yes,100001
11144,181,yes,100001
11144,217,yes,100001
11144,34,yes,100001
11144,179,yes,100001
11144,177,yes,100001
11144,202,yes,100001
11144,197,yes,100001
11144,156,yes,100001
11144,194,yes,100001
11144,189,yes,100001
11144,204,yes,100001
11144,195,yes,100001
11144,184,yes,100001
11144,224,no,100004
11144,139,no,100004
11144,213,no,100004
11144,218,no,100004
11144,232,no,100004
11144,223,no,100004
11144,142,no,100004
11144,230,no,100004
11144,201,no,100004
11144,212,no,100004
11144,228,no,100004
11144,196,no,100004
11144,220,no,100004
11144,66,no,100004
11144,214,no,100004
11144,210,no,100004
11144,222,no,100004
11144,211,no,100004
11144,229,abstain,100004
11144,192,no,100004
11144,215,no,100004
11144,203,no,100004
11144,231,no,100004
11144,219,no,100004
11144,15,no,100004
11144,221,no,100004
11144,205,absent,100004
11144,206,no,100004
11144,225,absent,100004
11144,169,yes,100003
11144,52,yes,100003
11144,131,yes,100003
11144,208,yes,100003
11144,180,yes,100003
11144,121,yes,100003
11144,187,yes,100003
11144,174,yes,100003
11144,207,no,100009
11144,199,abstain,100009
11144,44,abstain,100009
11144,170,no,100018
11144,226,no,100018
11144,209,no,100018
11144,182,abstain,100018
11143,185,yes,100001
11143,190,yes,100001
