vote_event_id,voter_id,option,explanation
1,10,abstain,"Podpoříme řešení, které bude optimální podle dopravních odborníků a pro rozvoj Brna."
10,10,yes,
11,10,yes,
12,10,abstain,"Otázka ""na svém místě"" zavádí. Čekáme na výsledky odborné studie a záměr investora, tedy státu. Pro nás je hlavní, aby se už nádraží modernizovalo a umožnilo železniční spojení na špičkové evropské úrovni."
13,10,no,"Řešení vidíme v navýšení celkové kapacity školek a v systému, který umožní její plné využití. Ten už jsme zavedli. Speciální dávku pro rodiče si městský rozpočet nemůže dovolit."
14,10,yes,
15,10,yes,
16,10,abstain,
17,10,yes,
18,10,no,"Tuto záležitost nelze řešit plošně. Navíc rozhodnutí není jen na městu, schvalovací proces se týká např. i Policie ČR. Jde tedy i o posouzení bezpečnosti."
19,10,no,"Zákazy nejsou řešení. Hraní se jen přesune na internet a do černých heren. Preferujeme výrazné omezení, které bude odpovídat úrovni v okolních státech."
2,10,yes,"Část si ale musí ponechat pro lidi v nouzi, seniory a mladé rodiny."
20,10,yes,
21,10,no,
22,10,yes,"Pracujeme na tom. Počítá s tím koncepce parkování, na které jsme se podíleli."
23,10,abstain,"Podporujeme složení, které zajistí vysokou uměleckou úroveň a zároveň maximální hospodárnost nakládání s veřejnými prostředky."
24,10,no,
25,10,abstain,
26,10,yes,
27,10,abstain,"Nesmyslná otázka. Dotace města Brna na živou kulturu jsou cca 750 mil. Kč. Není jasné, na co se otázka ptá."
28,10,yes,Projekt začal s naší podporou.
29,10,abstain,"Ředitelky a ředitelé prochází pravidelným hodnocením, ve kterém se sečtou plusy i mínusy."
3,10,no,
30,10,yes,
31,10,yes,
32,10,yes,"Lépe je být městem evropské kultury stále, není to přece jen o jednom letopočtu."
4,10,yes,"Za podmínky naprosté transparentnosti toho, jak organizátor s penězi nakládá a jaké jsou jeho hospodářské výsledky."
5,10,yes,Kvůli normám to zřejmě bude muset být o něco dál než dřív – směrem k sídlu ombudsmana.
6,10,yes,Řešení otázky ghett je velmi dlouhodobá záležitost. Pracujeme na tom.
7,10,no,
8,10,no,
9,10,no,
1,12,abstain,
10,12,yes,
11,12,yes,
12,12,no,
13,12,no,
14,12,yes,
15,12,no,
16,12,no,
17,12,yes,
18,12,yes,
19,12,yes,
2,12,yes,
20,12,no,
21,12,abstain,
22,12,yes,
23,12,yes,
24,12,yes,
25,12,yes,
26,12,yes,
27,12,yes,
28,12,yes,
29,12,yes,
3,12,yes,
30,12,yes,
31,12,yes,
32,12,yes,
4,12,yes,
5,12,no,
6,12,yes,
7,12,abstain,
8,12,no,
9,12,no,
1,11,yes,centrum je v Brně přirozeným komunikačním uzlem. Neznamená to však nutně jen snahu o rekonstrukci stávajících budov a prostor nádraží. Místo k jeho dalšímu růstu tu je.
10,11,yes,Je to způsob jak podpořit velký klub jako je Zbrojovka. Je to cesta jak umožnit růst nových talentů
11,11,yes,"Za stávají podoby-nepodoby územního plánu ano. Po jeho skutečném zpracovnání mohou být vytyčeny lokality, kde to může přicházet v úvahu. Stávající návrhy spíše sledují komerční hledisko před kvalitou života ve městě."
12,11,no,V těsném okolí stávajícího nádraží (Malá Amerika...) jsou prostory pro rozšíření.
13,11,no,"Město musí rodiče těchto dětí podpořit urychlenou výstavbou-využitím i dočasných objektů, rekonstrukcí v rámci městského majetku."
14,11,yes,Nestačí však jen bezdomovce vytlačovat. Řešení situace těchto lidí není v rovině represí.
15,11,no,"město má, ale nevyužívá možnosti jak případné problém s předzahrádkami řešit a ovlivňovat ve prospěch občanů."
16,11,no,Tento model si umíme představit na úrovni rozpočtů jednotlivých městských částí.
17,11,yes,"Ano, ale je třeba zajistit dodržení platných právních norem na ochranu osobních dat atd.. Takže je to obtížné."
18,11,no,"Neomezený vjezd určitě ne. Ale v řadě velkých měst (Kodaň, Berlín) je vjezd cyklistů do centra povolen z apoměrně jednoduchých pravidel. Je třeba však brát v úvahu rozdílný charakter zástavby a komunikační sítě u nás a např. ve zmińovaných městech."
19,11,no,Zákaz heren plošně je snaha která je vystopovatelná snad od  starého Říma. Plošný zákaz povede k přechodu heren do šedé zóny. Je smysluplnější soustředit tyto aktivity do jedné lokality (tak jako v Amsterdamu a jinde). Pak je daleko jednodušší ohlídat si negativa s tímto spojená.
2,11,no,"město si musí zachovat možnost regulovat výši nájmů, pronajímání - tedy hospodaření s částí bytového fondu. Město musí mít schopnost ovlivnit možnosti bydlení pro část svých obyvatel."
20,11,yes,Je to jediný způsob jak motivovat řidiče aby v tyto dny nevyjížděli se svými auty.
21,11,yes,"Územní plán v rozahu, rychlosti za jaké byl sestaven je slušně řečeno podivuhodným kompilátem, který skrývá řadu překvapení."
22,11,yes,"Ano, ale na druhou stranu jen prostý nárůst počtu míst logicky povede k vyššímu počtu vozidel jedoucích do centra. je to systémový problém a tak se musí taky řešit."
23,11,yes,
24,11,no,"Takovéto řešení je jen líbivou zelenou politikou. Nízkoemisní zóny jsou výsledkem určitého vývoje, výsledkem ke kterému můžeme sáhnout až za podmínek, že mimo jiné nebudou  představovat ekonomický dopad na řadové obyvatele, firmy atd.."
25,11,yes,Lze určitě využít i systému z DPmB.
26,11,yes,
27,11,abstain,tak to uvedená částka není vztažená ke skutečnosti
28,11,abstain,Co to vlastně  má mít za přínos?
29,11,abstain,Volby nejsou o odvolávání konkrétních jednotlivců. Paní Kačírková pracuje v nějakém jí daném rámci. takže prvně bychom se měli zaměřit na něj.
3,11,no,Určitě ne. Velmi by to komplikovalo život lidem do města dojíždějícím za prací. byl by to populistický krok.
30,11,yes,V tom nevidíme žádný problém.
31,11,yes,"Je to nutností, při dodržení všech omezení vyplývajících ze zákona."
32,11,abstain,Brnu chybí vize pro své vlastní směřování a rozvoj. Možná by kandidatura byla předčasná.
4,11,no,"V současné podobě, za současných vlastnických vztahů ne. Ekonomický přínos této akce pro město není tak významný, je přeceńován."
5,11,yes,Jeho zrušení bylo nelogické. Přechod na tomto místě je potřebný i když znamená zpomalení dopravy. Stávající krok nepřinesl zvýšení bezpečnosti chodců.
6,11,yes,"Určitě ano. Ale za současného podniknutí dalších kroků - omezit zneužívání dávek, aktivní zapojení města do tvorby pracovních míst pro obyvatele těchto lokalit atd.,."
7,11,no,V centru města je pohyb vozidel již regulován. Pohyb vozidel v centru a okolí je nutné řešit v širších urbanistických souvislostech. nemůžeme začíbat řešit problém od konce.
8,11,yes,"Je to stejné jako u Grand Prix. město má vytvořit rámec pro sport v této úrovni, být dílčím partnerem na velkých jednorázových akcích."
9,11,yes,To stejné co u Grand Prix a Komety.
1,8,yes,Jakákoliv ze dvou uvažovaných poloh je v centru města.
10,8,yes,"Ale pouze ve spolupráci se soukromým investorem/investory, který bude následně nájemcem a provozovatelem takové nemovitosti, a pouze za předpokladu, že stavba a areál kolem ní přispěje k občanské vybavenosti v okolí. Samotná investice má smysl až ve chvíli nalezení partnerů z podnikatelského sektoru."
11,8,yes,Nezahušťovat.
12,8,no,
13,8,no,"Raději budeme investovat do školek, protože taková investice je dlouhodobá a řeší příčinu, nikoliv následek."
14,8,yes,Ale pod pojmem vytlačovat nemyslíme utlačování a restrikce.
15,8,yes,"Otázkou je nakolik je to ve skutečnosti zajímavé pro podnikatele, protože samotný proces získání povolení není ani bez práce a ani bez investic. Měsíční povolení je z ekonomického hlediska prakticky nesmyslné."
16,8,no,Volení zastupitelé se nemohou zříkat odpovědnosti za správu městských financí.
17,8,yes,
18,8,yes,"Zde vám asi vypadlo slovo a chtěli jste napsat: ""časově neomezený""."
19,8,yes,
2,8,no,
20,8,no,
21,8,yes,
22,8,yes,
23,8,no,"Dozorčí rady jsou kontrolní orgány, které dohlíží nad využíváním svěřených prostředků. Vliv politiků má být omezen v představenstvech a přímé exekutivě. Kontrolní činnost je naopak jejich zákonnou povinností."
24,8,yes,"Otázka je špatně a nejasně formulovaná. Nízko emisní zónu chceme, ale pojem ""auta"" jsou široký pojem zahrnující i osobní dopravu. My chceme omezení pro automobily nad 3,5 tuny."
25,8,no,V době mobilních telefonů jsou jednodušší a levnější způsoby jak občany města informovat o stavu ovzduší. Byly by to špatně investované peníze.
26,8,yes,"Především tam, kde se to týká staveb na pozemcích města nebo v jejich bezprostředním okolí. Jsme ovšem daleci toho, abychom nákupním centrům diktovali, jaké obchody v nich budou umístěny. Město dává jasné a stabilní podmínky za jakých je možné podnikatelský projekt realizovat."
27,8,no,"Vaše údaje o dotacích na kulturu jsou zavádějící a nezahrnují rozpočet divadel, filharmonie a řady dalších městských kulturních organizací."
28,8,no,
29,8,abstain,Volby nejsou referendem o zaměstnancích města a městských firem. Otázka je vyloženě nevhodná.
3,8,no,
30,8,yes,
31,8,yes,"Vyjma těch, u kterých jsou objektivní důvody pro zachování obchodního tajemství."
32,8,yes,
4,8,yes,"Ale pozor, pouze za jasně definovaných podmínek a po hloubkovém auditu hospodaření provozovatele okruhu a pořadatele Grand Prix Brna."
5,8,yes,Zaráží mě ovšem jakou důležitost přikládáte tématu jednoho přechodu pro rozvoj 400 000 města. Volba otázky je více než zvláštní.
6,8,no,"Ne, investuje 12 milionů ročně a to je dostatečné. Řešení problému sociálně vyloučených lokalit si nelze koupit."
7,8,no,
8,8,no,Otázkou jsou podmínky a výše podpory.
9,8,no,Otázkou jsou podmínky a výše podpory.
1,9,yes,"Centrem máme na mysli polohu, kterou určí odborná studie proveditelnosti jako možnou a finančně přiměřenou. Předpokládáme, že se bude jednat o lokalitu ""u řeky"" v širším centru města Brna."
10,9,yes,Současný stav je naprosto nevyhovující.
11,9,yes,"Tato místa jsou vhodná pro zeleň, hřiště apod."
12,9,no,Současná poloha je z kapacitních důvodů nezlepšitelná.
13,9,yes,
14,9,abstain,"Město by se mělo hlavně zaměřit na sociální prevenci - kdo má zaměstnání, má i domov."
