vote_event_id,voter_id,option,group_id
14901,224,yes,100004
14901,139,yes,100004
14901,254,yes,100004
14901,248,absent,100004
14901,213,absent,100004
14901,256,absent,100004
14901,253,absent,100004
14901,232,absent,100004
14901,257,abstain,100004
14901,258,yes,100004
14901,142,yes,100004
14901,250,abstain,100004
14901,201,absent,100004
14901,212,absent,100004
14901,196,yes,100004
14901,220,absent,100004
14901,66,yes,100004
14901,210,absent,100004
14901,260,yes,100004
14901,251,yes,100004
14901,261,absent,100004
14901,249,absent,100004
14901,262,yes,100004
14901,211,yes,100004
14901,264,absent,100004
14901,229,absent,100004
14901,215,absent,100004
14901,203,yes,100004
14901,239,yes,100004
14901,219,yes,100004
14901,265,absent,100004
14901,252,yes,100004
14901,15,yes,100004
14901,238,absent,100004
14901,234,yes,100004
14901,246,yes,100004
14901,221,yes,100004
14901,206,yes,100004
14901,225,yes,100004
14901,244,absent,100004
14901,236,absent,100001
14901,13,yes,100001
14901,118,absent,100001
14901,193,absent,100001
14901,171,absent,100001
14901,216,absent,100001
14901,120,absent,100001
14901,172,absent,100001
14901,235,absent,100001
14901,217,absent,100001
14901,34,absent,100001
14901,156,yes,100001
14901,237,absent,100001
14901,243,yes,100001
14901,268,absent,100001
14901,207,yes,100012
14901,240,absent,100012
14901,245,yes,100012
14901,214,absent,100012
14901,272,absent,100012
14901,241,yes,100012
14901,226,abstain,100017
14901,92,yes,100017
14901,209,yes,100017
14901,247,absent,100017
14901,242,yes,100017
14901,266,yes,100017
14901,255,yes,100010
14901,169,yes,100010
14901,259,absent,100010
14901,270,yes,100010
14901,271,yes,100010
14901,269,yes,100019
14901,267,yes,100019
14901,233,yes,100018
14901,223,absent,100018
14901,230,absent,100018
14901,228,absent,100018
14901,222,absent,100018
14900,224,absent,100004
14900,139,yes,100004
14900,254,yes,100004
14900,248,absent,100004
14900,213,absent,100004
14900,256,absent,100004
14900,253,absent,100004
14900,232,absent,100004
14900,257,abstain,100004
14900,258,yes,100004
14900,142,yes,100004
14900,250,yes,100004
14900,201,absent,100004
14900,212,absent,100004
14900,196,yes,100004
14900,220,absent,100004
14900,66,yes,100004
14900,210,absent,100004
14900,260,yes,100004
14900,251,yes,100004
14900,261,absent,100004
14900,249,absent,100004
14900,262,yes,100004
14900,211,abstain,100004
14900,264,absent,100004
14900,229,absent,100004
14900,215,absent,100004
14900,203,yes,100004
14900,239,yes,100004
14900,219,yes,100004
14900,265,yes,100004
14900,252,yes,100004
14900,15,yes,100004
14900,238,absent,100004
14900,234,yes,100004
14900,246,yes,100004
14900,221,yes,100004
14900,206,yes,100004
14900,225,yes,100004
14900,244,absent,100004
14900,236,absent,100001
14900,13,yes,100001
14900,118,absent,100001
14900,193,absent,100001
14900,171,absent,100001
14900,216,absent,100001
14900,120,absent,100001
14900,172,absent,100001
14900,235,absent,100001
14900,217,absent,100001
14900,34,absent,100001
14900,156,yes,100001
14900,237,absent,100001
14900,243,yes,100001
14900,268,absent,100001
14900,207,yes,100012
14900,240,absent,100012
14900,245,yes,100012
14900,214,absent,100012
14900,272,absent,100012
14900,241,yes,100012
14900,226,abstain,100017
14900,92,yes,100017
14900,209,yes,100017
14900,247,absent,100017
14900,242,yes,100017
14900,266,yes,100017
14900,255,yes,100010
14900,169,yes,100010
14900,259,absent,100010
14900,270,yes,100010
14900,271,yes,100010
14900,269,yes,100019
14900,267,yes,100019
14900,233,yes,100018
14900,223,absent,100018
14900,230,absent,100018
14900,228,absent,100018
14900,222,absent,100018
14899,224,absent,100004
14899,139,yes,100004
14899,254,yes,100004
14899,248,absent,100004
14899,213,absent,100004
14899,256,absent,100004
14899,253,absent,100004
14899,232,absent,100004
14899,257,abstain,100004
14899,258,yes,100004
14899,142,absent,100004
14899,250,abstain,100004
14899,201,absent,100004
14899,212,absent,100004
14899,196,yes,100004
14899,220,absent,100004
14899,66,yes,100004
14899,210,absent,100004
14899,260,yes,100004
14899,251,yes,100004
14899,261,absent,100004
14899,249,absent,100004
14899,262,yes,100004
14899,211,abstain,100004
14899,264,absent,100004
14899,229,absent,100004
14899,215,absent,100004
14899,203,yes,100004
14899,239,yes,100004
14899,219,abstain,100004
14899,265,yes,100004
14899,252,yes,100004
14899,15,abstain,100004
14899,238,absent,100004
14899,234,yes,100004
14899,246,yes,100004
14899,221,yes,100004
14899,206,yes,100004
14899,225,yes,100004
14899,244,absent,100004
14899,236,absent,100001
14899,13,yes,100001
14899,118,absent,100001
14899,193,absent,100001
14899,171,absent,100001
14899,216,absent,100001
14899,120,yes,100001
14899,172,absent,100001
14899,235,absent,100001
14899,217,absent,100001
14899,34,yes,100001
14899,156,yes,100001
14899,237,absent,100001
14899,243,yes,100001
14899,268,absent,100001
14899,207,yes,100012
14899,240,absent,100012
14899,245,yes,100012
14899,214,absent,100012
14899,272,absent,100012
14899,241,yes,100012
14899,226,abstain,100017
14899,92,yes,100017
14899,209,yes,100017
14899,247,absent,100017
14899,242,yes,100017
14899,266,yes,100017
14899,255,yes,100010
14899,169,yes,100010
14899,259,absent,100010
14899,270,yes,100010
14899,271,yes,100010
14899,269,yes,100019
14899,267,yes,100019
14899,233,yes,100018
14899,223,absent,100018
14899,230,absent,100018
14899,228,absent,100018
14899,222,absent,100018
14898,224,yes,100004
14898,139,yes,100004
14898,254,yes,100004
14898,248,absent,100004
14898,213,absent,100004
14898,256,yes,100004
14898,253,absent,100004
14898,232,absent,100004
14898,257,abstain,100004
14898,258,yes,100004
14898,142,absent,100004
14898,250,abstain,100004
14898,201,absent,100004
14898,212,absent,100004
14898,196,yes,100004
14898,220,yes,100004
14898,66,yes,100004
14898,210,absent,100004
14898,260,yes,100004
14898,251,yes,100004
14898,261,absent,100004
14898,249,absent,100004
14898,262,yes,100004
14898,211,yes,100004
14898,264,absent,100004
14898,229,absent,100004
14898,215,absent,100004
14898,203,yes,100004
14898,239,abstain,100004
14898,219,yes,100004
14898,265,yes,100004
14898,252,yes,100004
14898,15,abstain,100004
14898,238,absent,100004
14898,234,yes,100004
14898,246,yes,100004
14898,221,yes,100004
14898,206,absent,100004
14898,225,yes,100004
14898,244,absent,100004
14898,236,absent,100001
14898,13,yes,100001
14898,118,absent,100001
14898,193,absent,100001
14898,171,absent,100001
14898,216,absent,100001
14898,120,abstain,100001
14898,172,absent,100001
14898,235,absent,100001
14898,217,absent,100001
14898,34,yes,100001
14898,156,yes,100001
14898,237,absent,100001
14898,243,absent,100001
14898,268,absent,100001
