vote_event_id,voter_id,option,explanation
1,8,no,"Všechno zadarmo být nemůže, je ale potřeba nezvyšovat jízdné zbytečně a investovat do ekologických vozů. Jsme pro zavedení wifi v dopravních prostředcích MHD a pro instalaci USB vstupů pro nabíjení mobilních zařízení."
10,8,no,
11,8,yes,
12,8,yes,
13,8,no,
14,8,yes,
15,8,no,
16,8,yes,
17,8,yes,
18,8,yes,
19,8,yes,
2,8,yes,
20,8,no,
21,8,no,
22,8,no,
23,8,yes,
24,8,yes,
25,8,no,
26,8,no,
27,8,yes,
28,8,no,
29,8,no,
3,8,no,
30,8,yes,
31,8,no,
32,8,yes,
33,8,yes,
34,8,yes,
35,8,yes,
36,8,yes,
37,8,yes,
38,8,yes,
39,8,yes,
4,8,no,
40,8,yes,
41,8,no,
42,8,no,
43,8,no,
44,8,no,
5,8,no,
6,8,abstain,
7,8,no,
8,8,yes,
9,8,no,
1,10,no,Měla by se snížit cena jízdného
10,10,abstain,"Výsledky hlasování ano, část materiálů n elze zveřejnit z důvodu zákonného omezení"
11,10,yes,
12,10,abstain,
13,10,no,
14,10,yes,
15,10,no,
16,10,no,Hazard by měl být výrazně a účinně regulován.
17,10,abstain,"Zvýšit by se měla bezpečnostní situace ve městě, samotné rozšíření kamerového systému není řešením."
18,10,yes,Povoleny by měla být pouze kasina
19,10,no,
2,10,yes,
20,10,no,
21,10,no,Pořadatel si již dnes sám mlže účinně regulovat výběr nabízeného sortimentu
22,10,abstain,
23,10,yes,
24,10,yes,ČSSD a primátor Kajnar to před osmi lety slíbili voličům a slib nesplnili
25,10,yes,"Nevtrdím však, že výhradně z veřejných rozpočtů"
26,10,yes,
27,10,yes,
28,10,no,
29,10,no,
3,10,no,Počet parkovacích stání by měl být dostatečný
30,10,yes,
31,10,yes,
32,10,yes,"Dovoluji si upozornit, že název Prachožrout je registrovanou ochranou známkou Technických služeb Městského obvodu Moravská Ostrava a Přívoz, které je jako jediné v Ostravě používají"
33,10,abstain,
34,10,yes,
35,10,abstain,
36,10,yes,
37,10,yes,Nikoliv však výhradně z prostředků města
38,10,abstain,
39,10,abstain,"Počet není podstatný, VPP by se měly efektivněnji využívat, jako např. v TS MOaP"
4,10,no,
40,10,abstain,"Výhledově ano, v současnosti to nepovažuji za palčivý problém"
41,10,no,"Co by s nimi dělalo? měswto by mělo zamezit negativním vlivů,které uybtovny přinášejí svému okolí"
42,10,yes,
43,10,no,"Podpora sportu, stejně jako kultury musí být transparentní"
44,10,no,
5,10,no,Pěší zóna by měla zůstat nezměněna
6,10,no,
7,10,yes,Nesmí však ohrožovat chodce
8,10,abstain,"Porubu a centrum je zapotřebí propojit, současně je však nutné zohlednit reálné možnosti"
9,10,yes,
1,18,yes,Jedna zóna. Záchytná hlídaná parkoviště.
10,18,yes,Jednoznačně.
11,18,yes,"Jednoznačně nejen smlouvy, ale i veškeré jejich dodatky."
12,18,yes,Jednoznačně.
13,18,yes,
14,18,yes,
15,18,yes,
16,18,yes,
17,18,yes,Ale jen v nejrizikovějších oblastech města.
18,18,yes,
19,18,abstain,
2,18,yes,
20,18,no,
21,18,no,
22,18,yes,
23,18,yes,Jedna z priorit našeho programu.
24,18,abstain,
25,18,yes,
26,18,yes,
27,18,yes,
28,18,no,
29,18,abstain,
3,18,no,Spíše vybudovat další podzemní parkoviště v centru.
30,18,yes,
31,18,yes,
32,18,yes,
33,18,yes,"Hlavně sofistikovaně je umístit, tak aby se dalo prokazatelně identifikovat zdroje znečištění."
34,18,yes,
35,18,yes,
36,18,yes,I menší divadélka a méněm známé hudební kapely.
37,18,yes,
38,18,yes,
39,18,yes,
4,18,yes,"První dvě hodiny zdarma, pak menší poplatek."
40,18,yes,
41,18,no,Po schválení novely zákona o sociálním bydlení nám to nepřipadá rozumné. Spíše vyhláškou pomocí stavební uzávěry zabránit vzniku nových ubytoven.
42,18,no,Pouze snížen v závislosti na míře třídění odpadu.
43,18,no,
44,18,no,Jak může být někdo spokojen s |30 000 úbytkem obyvatel města?
5,18,no,
6,18,yes,
7,18,yes,
8,18,yes,
9,18,yes,Jednoznačně.
1,9,no,Preferujeme částečnou úhradu města s výhodami pro seniory a studenty.
10,9,yes,
11,9,yes,
12,9,yes,
13,9,yes,
14,9,yes,Pouze ale pokud by se jednalo o dominanty města
15,9,yes,
16,9,yes,"Po celou dobu jsme pro výraznou regulaci hazardu. Chceme mít hazard pod kontrolou, nechceme, aby vznikly šedé zóny, kde se bude hrát tajně a bez přispění do rozpočtu města."
17,9,yes,
18,9,yes,Viz komentář k otázce č. 16.
19,9,no,
2,9,yes,"Dlouhodobě podporujeme výstavbu cyklostezek, tak aby se Ostravané mohli na kole bezpečně pohybovat v Ostravě i ven z ní."
20,9,no,
21,9,no,
22,9,yes,
23,9,yes,
24,9,yes,
25,9,yes,
26,9,yes,
27,9,yes,
28,9,yes,Investice do její výstavby by ale měla jít z kraje.
29,9,yes,
3,9,no,"Naopak si myslíme, že se musí vybudovat nová parkovací místa, velká část z nich by pak měla být měla být např. 4 hodiny zdarma."
30,9,yes,"Nesouhlasíme ale se vstupem do obydlí, chceme měření technickými prostředky"
31,9,yes,
32,9,yes,
33,9,yes,
34,9,yes,
35,9,yes,
36,9,yes,
37,9,yes,S velkou podporou kraje.
38,9,yes,
39,9,yes,
4,9,no,Nemůžeme samozřejmě bránit soukromým podnikatelům v jejich práci.
40,9,yes,
41,9,yes,"Pouze ale ty, které mají smysl zachovat. Budovy sloužící jako ubytovny s nevyhovujícími podmínkami pro život chceme definitivně zrušit."
42,9,yes,"Pouze ale za předpokladu, že lidé budou mnohem více třídit odpad."
43,9,no,
44,9,no,"Nejsme spokojeni s řízením centrálního obvodu a to, jak historické centrum po současném vedení vypadá."
5,9,no,"Naopak si myslíme, že by se centrum mělo víc zpřístupnit."
6,9,yes,
7,9,yes,
8,9,no,Je to drahé řešení.
9,9,no,Preferujeme zastupitelskou demokracii.
1,7,no,poue děti do 15 let a senioři nad 65 let
10,7,yes,
11,7,yes,
12,7,no,"populismus, těžko uveditelný v praxi"
13,7,no,
14,7,yes,
15,7,yes,
16,7,no,smysluplná regulace
17,7,yes,
18,7,no,regulován
19,7,no,omezení podnikání
2,7,yes,"cyklogaráže, půjčovny kol"
20,7,no,
21,7,no,
22,7,no,pouze vhodnost grafiky
23,7,yes,
24,7,no,pouze přispějí-li ekonomicky památkáři a stát
25,7,no,
26,7,yes,
27,7,yes,
28,7,no,
29,7,no,
3,7,no,
30,7,yes,
31,7,yes,
32,7,yes,
33,7,no,
34,7,yes,
35,7,no,
36,7,yes,
37,7,no,záležitost kraje
38,7,yes,
39,7,yes,
4,7,no,
40,7,yes,
41,7,yes,
42,7,no,
43,7,no,
44,7,no,"ostrava je systematicky rozkrádána, to musí skončit"
5,7,no,chybí vhodné lokality
6,7,yes,
7,7,no,z bezpečnostních důvodů
8,7,no,
9,7,no,proto si lidé volí zastupitele
1,13,no,
10,13,yes,
11,13,yes,
12,13,abstain,
13,13,no,
14,13,yes,
15,13,yes,
16,13,yes,Provozování hracích automatů by mělo být přesunuto na periferii města.
17,13,yes,
18,13,yes,Provozování heren by mělo být přesunuto na periferii města.
19,13,yes,
2,13,yes,"Ale s rozumem. Např. cyklistická stezka, která vede odnikud nikam nemá význam."
20,13,no,
21,13,no,
22,13,no,
23,13,yes,
24,13,abstain,
25,13,abstain,
26,13,yes,
27,13,yes,
28,13,yes,
29,13,abstain,
3,13,no,
30,13,yes,
31,13,abstain,
32,13,yes,
33,13,no,Monitorovací stanice neřeší problém kvality ovzduší.
34,13,yes,
35,13,no,
36,13,yes,
37,13,yes,
38,13,yes,
39,13,yes,
4,13,no,
40,13,abstain,
41,13,abstain,
42,13,no,
43,13,no,Podpora by ale měla být vázána na výchovu sportovní mládeže.
44,13,no,
5,13,no,
6,13,abstain,
7,13,yes,
8,13,yes,Drahý most ale není potřebný. Lávka vyjde levněji a pro cyklistickou dopravu a pro pěší je dostačující.
9,13,yes,
1,6,no,pro seniory a děti ZŠ  ANO
10,6,no,jedná se často o chráněné osobní údaje
11,6,yes,ale v souladu se stávající legislativou
12,6,no,byl by to složitý proces
13,6,yes,samozřejmě ne ve všech záležitostech
14,6,yes,"tam, kde je to vhodné, ne na každou banalitu"
15,6,yes,
16,6,yes,"muselo by se pojistit, aby se nepřesunuly do nelegálního prostředí"
17,6,yes,
18,6,yes,vyjma např.kasin v hotelích
19,6,yes,
2,6,yes,
20,6,no,místa nutno regulovat místní vyhláškou
21,6,no,
22,6,yes,
23,6,yes,
24,6,yes,
25,6,yes,rozhodně ne z městských prostředků
26,6,yes,"je to hodně široký pojem, obecně ano"
27,6,yes,
28,6,abstain,spíše je to krajská záležitost
29,6,abstain,
3,6,yes,nutno řešit záchytnými parkovišti v docházkové vzdálenosti
30,6,yes,
31,6,no,
32,6,yes,
33,6,yes,např. mobilní stanice
34,6,yes,
35,6,yes,v rámci vypisovaných grantů a programů oživení centra města
36,6,yes,
37,6,yes,
38,6,yes,
39,6,yes,
4,6,no,
40,6,yes,např. u informačních tabulích
41,6,no,to by problém nevyřešilo
42,6,no,spíše přinutit platit chronické neplatiče
43,6,yes,pouze bychom podpořili permanentní a koncepční práci s mládeží
44,6,no,
5,6,yes,
6,6,yes,např. prostřednictvím DPO
7,6,no,náměstí se dá jednoduše objet
8,6,abstain,nutno dořešit širší vazby
9,6,no,"kdo by určoval , co je závažná otázka"
1,2,no,
10,2,yes,
11,2,yes,
12,2,abstain,
13,2,yes,
14,2,yes,
15,2,yes,
16,2,yes,
17,2,yes,
18,2,yes,
19,2,yes,
2,2,yes,
20,2,no,
21,2,abstain,
22,2,yes,
23,2,yes,
24,2,yes,
25,2,yes,
26,2,yes,
27,2,yes,
28,2,abstain,
29,2,abstain,
3,2,no,
30,2,yes,
31,2,abstain,
32,2,yes,
33,2,yes,
34,2,yes,
35,2,yes,
36,2,yes,
37,2,yes,
38,2,yes,
39,2,yes,
4,2,no,
40,2,yes,
41,2,yes,
42,2,abstain,
43,2,no,
44,2,yes,
5,2,abstain,
6,2,abstain,
7,2,yes,
8,2,yes,
9,2,yes,
1,4,yes,Jako kompromis navrhujeme jedu zónu pro celé město.
10,4,yes,
11,4,yes,
12,4,yes,
13,4,yes,
14,4,yes,
15,4,yes,
16,4,no,Úplný zákaz nikdy není řešení. Je potřeba spíše výrazně omezit počet a regulovat umístění.
17,4,no,"Kamery budí pouze iluzi bezpečí, nejde o žádnou překážku, která dokáže zabránit hrozícímu zločinu."
18,4,no,Úplný zákaz nikdy není řešení. Je potřeba spíše výrazně omezit počet a regulovat umístění.
19,4,yes,Ano pro zákaz stánkového prodeje alkoholu u stánků bez WC.
2,4,yes,
20,4,yes,
21,4,no,
22,4,yes,
23,4,yes,
24,4,yes,
25,4,yes,O záchranu bojujeme v rámci petičního výboru ostravica-textilia.cz
26,4,yes,
27,4,yes,"Pokud tím nebude narušeno soukromí domů a bytů,"
28,4,no,
29,4,yes,
3,4,no,"Navrhujeme omezení všude tam, kde to bude možné, nebo je to z městotvorných důvodů důležité. Podpoříme vznik parkovacích domů ve vnitroblocích."
30,4,no,
31,4,yes,
32,4,yes,
33,4,yes,
34,4,yes,
35,4,yes,Ale jen formou volného přístupu a produkce na veřejných prostranstvích.
36,4,yes,"Prosazujeme otevřená dotační a grantová řízení v oblasti kultury, památkové péče a větší zastoupení odborných garantů v komisích rady  města."
37,4,yes,Souhlasíme a podporujeme petici cenakostka.cz.
38,4,yes,Ale jen v rámci otevřeného dotačního řízení.
39,4,yes,
4,4,yes,"Ano, pokud jde o parkoviště na pozemcích města a odstavná parkoviště."
40,4,yes,
41,4,no,"Nesouhlasíme s tím, aby vinou špatné sociální legislativy bylo  výhodné rodiny s dětmi dlouhodobě nechat bydlet na ubytovnách v  nevyhovujících podmínkách, a redukovat je tak na zdroj příjmu. Jediným  smyslem ubytovny by mělo být krátkodobé nouzové bydlení, od kterého se  je možné zase odrazit vzhůru do běžného sociálního bydlení.  Prostřednictvím živnostenského a stavebního úřadu budeme inicializovat  pravidelnén a důkladné kontroly stavu ubytoven.  Vůči lidem a institucím, které programově a bezohledně zneužívají  sociálně slabé  (lichváři, byznys s ubytovnami a podobné) zaujmememe  nekompromisní postoj."
42,4,no,"Jsme  si vědomi skutečnosti, že recyklace se musí v prvé  řadě vyplácet,  a to  přímo těm, kteří mají snahu recyklovat. Cheme proto zaměnit  systém každoročních plateb za likvidaci odpadu systémem motivačních  programů za recyklaci. Zkušenosti z několika evropských měst, kde  využívají tyto moderní  přístupy, ukazují, že lze dosáhnout míry nového  zhodnocení směsného  komunálního odpadu i přes padesát procent."
43,4,no,Ale podpora musí být výsledkem otevřeného dotačního řízení.
44,4,no,
5,4,yes,
6,4,yes,
7,4,yes,
8,4,yes,
9,4,yes,
1,14,no,"Jízda městskou hromadnou dopravou je službou jako každá jiná. Z tohoto důvodu by měla být hrazena uživateli této služby. Město musí hledat způsoby jak náklady na MHD snižovat, případně jak umožnit v tomto segmentu konkurenční prostředí. Čím více je provozovatel závislý na příjmech z jízdného, tím více je motivován ke zkvalitnění poskytovaných služeb."
10,14,yes,"Anonymizovaná verze všech materiálů, které procházejí radou či zastupitelstvem musí být v dostatečném předstihu zveřejněny, a to na úrovni města ale i jednotlivých městských obvodů."
11,14,yes,"Současná zákonná úprav nařizuje zveřejňování smluv s hodnotou nad 500 tis. Kč bez DPH. Město však nakládá s prostředky občanů, proto by občané měli vědět i o výdajích do této hodnoty."
12,14,no,"Město a stát by měly méně vybírat na daních a tím nechat přímé rozhodování o penězích na občanech. Podstatou nemá být přerozdělování, ale svobodná volba každého jednotlivce se všemi důsledky. Město musí hospodárně nakládat s finančními prostředky a zvolení zastupitelé musejí nést odpovědnost spojenou s rozhodováním a ne se jí zbavovat prostřednictvím podobných institutů."
13,14,no,"Spolupráce s neziskovými organizacemi je prospěšná, neměly by se však přímo zapojovat do rozhodování. Nezisková organizace není odpovědná občanům, na rozdíl od volených zastupitelů."
14,14,yes,"Vznikne-li potřeba realizace veřejné stavby, musí být tato stavby transparentní od samého počátku, tzn. i od samotného návrhu. Samozřejmostí je uplatnění architektonické soutěže u relevantních projektů."
15,14,yes,"Občané by měli vědět, jak město nakládá se svěřenými prostředky."
16,14,no,"Svobodní nesouhlasí s obdobnými zákazy. Nejedná se o řešení problémů, nýbrž pouze a jen jeho skrytí. Hrací automaty by se pouze přesunuly do šedé zóny. Samotné hrací automaty jsou pouze stroji a nemohou za závislosti. Stejně jako není možno zakázat používání vody, která může za mnohá utonutí, není možno zakázat jakékoli přístroje."
17,14,no,Svobodní nesouhlasí s myšlenkou vybudování vševidoucího velkého bratra.
18,14,no,Jakákoli regulace vede pouze k obcházení. Herny by se přesunuly do šedé ekonomiky a problém by se nevyřešil.
19,14,no,Jedná se o nepřípustný zásah do svobody podnikání. Zároveň by se jednalo o nevymahatelný zákaz.
2,14,no,"Jedná se o zvýhodnění jednoho typu dopravy. Považujeme za nesmyslnou výstavbu cyklostezek na úkor např. oprav komunikací, zeleně apod. Budování cyklostezek má smysl pouze v případě, že prokazatelně ulehčí i ostatním způsobům dopravy."
20,14,yes,Tento zákaz nevedl k omezení konzumace alkoholu na veřejnosti. Ostrava nemá být městem lidí chodících s papírovými sáčky po ulicích.
21,14,no,"Trh je místem, kde se střetává poptávka s nabídkou, kde lidé uspokojují své potřeby a výrobci, prodejci udávají svou produkci. Nikoli vyhlášky, ale lidé mají rozhodovat o úspěšnosti jednotlivých produktů."
22,14,no,"V případě umístění reklamy na prostředcích MHD, sloupech VO se jedná o možný příjem do rozpočtu města, který je založen na dobrovolnosti – dobrovolný nákup reklamní plochy. Je neekonomické uvažovat o omezování tohoto zdroje příjmů, které mohou vést ke snižování daňové zátěže občanů."
23,14,yes,"Samotné oživení centra Ostravy by nemělo být financování z rozpočtu města. Město má pouze vykonávat politiku, která nebude omezovat aktivity soukromých subjektů. Bohužel už nejde napravit skutečnost, že předchozí vedení města prodalo pozemky v blízkosti centra stavitelům obchodních center, která poskytují občanům vyšší komfort než historické centrum."
24,14,no,"Ačkoli se jedná o významnou budovu, město nemá investovat do budov, pro které nemá efektivní využití. Má však trvat na dodržování právních norem platných v České republice."
25,14,no,"Město nemá investovat do budov, pro které nemá efektivní využití. Má však trvat na dodržování právních norem platných v České republice."
26,14,yes,"Jedná se o jeden z veřejných statků, který má město efektivně zajišťovat."
27,14,yes,"Jsou-li nastavena pravidla, platí zákony, musí se dodržovat. Nesouhlasíme však s násilnými bezdůvodnými vstupy do objektů občanů města."
28,14,yes,"Nelze neustále rozšiřovat skládku odpadu. Stejně tak není efektivní téměř stoprocentně recyklovat. Energetické využití odpadů, k tomu např. založené na soukromém investičním záměru, má být městem podporováno."
29,14,yes,"Jedná se o soukromou investici, která pokud, naplní veškeré zákony dané požadavky, může existovat."
3,14,no,"Jednou z možností oživení centra města je umožnit pohodlnou dopravu do něj s možností jednoduchého a dostatečného parkování. Centrum města má významné konkurenty, a to obchodní centra. Omezením parkovacích míst nedojde k omezení počtu automobilů, nýbrž k omezení počtu lidí, kteří do centra jezdí"
30,14,no,"Kontrola topeniště je nástroj, který může být velice snadno zneužit."
31,14,no,"Jelikož největším zdrojem znečištění ovzduší není doprava, nemá nízkoemisní zóna smysl."
32,14,yes,"Město musí zvážit, zda kapacitně zvládá prostřednictvím vlastněné společnosti Ostravských komunikací a. s. úklid komunikací a zda není výhodnější nákup těchto služeb od soukromníků."
33,14,no,Měřením znečištěného ovzduší jej nevyčistíme. Finanční prostředky mohou být ušetřeny a ponechány daňovým poplatníkům.
34,14,no,"Je věcí každého subjektu, zda bude či nebude přispívat do kteréhokoli fondu. Znečisťovatelé mohou realizovat vlastní projekty, které budou řízeny efektivněji než prostřednictvím města."
35,14,no,Město nemá pouze bránit pouličním umělcům realizovat se.
36,14,no,"Jakékoli granty vedou pouze k přesunu finančních prostředků z rozpočtu do rukou vybraných jedinců. Občané by měly rozhodnout, o jakou kulturní akci mají zájem, nikoli politická komise."
37,14,yes,"Současné prostory Moravskoslezské vědecké knihovny jsou nevyhovující. Je vhodné realizovat původní projekt výstavby nové budovy za spolupráce všech zainteresovaných subjektů, tj. město, kraj, univerzity, soukromé subjekty."
38,14,no,"Jedná se o uznávaný a velice známý festival, město nemá bránit jeho existenci. Je však zřejmé, že tento festival je již životaschopný i bez přímé finanční pomoci města."
39,14,no,Svobodní nesouhlasí s umělým vytvářením pracovních míst. Město nemá být největším zaměstnavatelem. Nová pracovní místa mají vznikat u malých a středních podniků.
4,14,no,"Výše parkovného by měla být proměnlivá v čase v závislosti na kapacitě volných míst, tzn. že v určitém čase by byla zdarma, nikoli však pořád. Město by však obecně nemělo provozovat parkoviště."
40,14,no,Přístupové body mohou být realizovány v rámci marketingových akcí podnikateli fungujícími na území města. Veřejné prostředky na tyto aktivity nemají být vynakládány.
41,14,no,Ubytovny nelze dostatečně efektivně řešit na úrovni města. Odkup nemovitostí by vedl pouze k neefektivnímu přesunu finančních prostředků z rozpočtu spekulantům.
42,14,yes,"Svobodní jsou pro postupné snižování platby za odpady až, v závislosti na ekonomické situaci, ke zrušení těchto poplatků. Platba za odpady je svou skladbou čistou daní z hlavy. Na základě propočtů je možno nyní bez jakýchkoli ekonomických ztrát snížit poplatek o 150 korun, což Svobodní prosazují."
43,14,yes,Není racionální důvod podporovat profesionální kluby. Ušetřené peníze mohou být použity spravedlivě na všechny sportovní ale i jiné aktivity občanů.
44,14,no,"Ostrava se pod současným vedením stala městem bez budoucnosti, kterému nevěří nejen investoři, ale bohužel ani občané."
5,14,no,"Uzavření centra města pro jakoukoli dopravu není pro obnovu centra prospěšné. Různé druhy dopravy mohou existovat vedle sebe, jde o stanovení přijatelných pravidel."
6,14,no,"Jedná se o typickou službu, která může být poskytována soukromníkem. Město nemá podnikat ani v tomto segmentu. Stejně tak je nevhodné, aby město finančně podporovalo vybrané oblasti podnikání. Tak jako u jiných oblastí podnikání je hlavním úkolem města „neklást zbytečné překážky“."
7,14,yes,"Obdobná omezení jsou v rozporu s logikou a zdravým rozumem. Pokud jsou dodržována stanovená pravidla, není problém s průjezdností nejen cyklistů. Různé druhy dopravy mohou existovat vedle sebe, jde o stanovení přijatelných pravidel."
8,14,no,Vzhledem k očekávaným nákladům se jedná o projekt neefektivní. Město Ostrava nesmí plýtvat penězi daňových poplatníků.
9,14,no,"I na komunální úrovni je možno aplikovat, sice v omezené míře, lidové veto, které Svobodní prosazují. Podstatou lidového veta je hlasování o již proběhlém rozhodnutí zastupitelstva, kdy občané buď rozhodnutí potvrdí, nebo s negativními důsledky pro zastupitelstvo budou proti. Zároveň není zřejmé, kdo stanovuje „závažnost otázky“."
1,3,yes,
10,3,yes,
11,3,yes,
12,3,yes,
13,3,yes,
14,3,yes,
15,3,yes,
16,3,yes,
17,3,yes,
18,3,yes,
19,3,no,
2,3,yes,
20,3,no,
21,3,no,
22,3,yes,
23,3,yes,
24,3,yes,
25,3,yes,
26,3,yes,
27,3,yes,
28,3,yes,
29,3,yes,
3,3,no,
30,3,yes,
31,3,no,
32,3,yes,
33,3,no,
34,3,yes,
35,3,yes,
36,3,yes,
37,3,yes,
38,3,abstain,
39,3,yes,
4,3,no,
40,3,yes,
41,3,no,"Nepodporujeme myšleky odkupu ubytoven, jelikož dnešní ubytovny jsou bývalé nemovitosti města či obvodu spadající pod město. Občané nebudou platit za privatizační podvody zločineckých politických partají podruhé, aby se ubytovny vrátili do vlastnictví města za nehorázné sumy."
42,3,no,
43,3,no,
44,3,no,
5,3,no,
6,3,yes,
7,3,yes,
8,3,yes,
9,3,yes,
1,16,no,
10,16,no,
11,16,yes,
12,16,abstain,dobrý nápad
13,16,no,
14,16,no,
15,16,yes,
