vote_event_id,voter_id,option,group_id
7051,138,yes,100001
7051,133,yes,100001
7051,185,yes,100001
7051,13,yes,100001
7051,118,absent,100001
7051,183,absent,100001
7051,188,yes,100001
7051,171,absent,100001
7051,100,absent,100001
7051,130,absent,100001
7051,143,yes,100001
7051,120,abstain,100001
7051,37,yes,100001
7051,122,yes,100001
7051,178,yes,100001
7051,173,yes,100001
7051,176,yes,100001
7051,111,absent,100001
7051,172,absent,100001
7051,23,yes,100001
7051,24,yes,100001
7051,149,yes,100001
7051,14,absent,100001
7051,151,absent,100001
7051,112,absent,100001
7051,181,yes,100001
7051,34,yes,100001
7051,179,yes,100001
7051,177,absent,100001
7051,156,absent,100001
7051,168,yes,100001
7051,158,yes,100001
7051,160,absent,100001
7051,189,yes,100001
7051,161,yes,100001
7051,184,absent,100001
7051,45,yes,100009
7051,119,absent,100009
7051,50,yes,100009
7051,127,yes,100009
7051,52,absent,100009
7051,131,yes,100009
7051,165,yes,100009
7051,180,yes,100009
7051,44,yes,100009
7051,182,absent,100009
7051,80,yes,100009
7051,54,absent,100009
7051,159,yes,100009
7051,134,absent,100002
7051,125,absent,100002
7051,110,absent,100002
7051,169,yes,100002
7051,61,yes,100002
7051,146,yes,100002
7051,115,yes,100002
7051,121,absent,100002
7051,154,absent,100002
7051,128,yes,100002
7051,175,yes,100002
7051,174,yes,100002
7051,162,absent,100002
7051,139,absent,100004
7051,142,yes,100004
7051,144,absent,100004
7051,150,yes,100004
7051,11,absent,100004
7051,30,yes,100004
7051,15,absent,100004
7051,141,yes,100016
7051,186,yes,100016
7051,147,absent,100016
7051,187,absent,100016
7051,123,yes,100016
7051,63,yes,100016
7051,163,yes,100016
7051,170,yes,100018
7051,135,absent,100018
7051,145,yes,100018
7050,138,abstain,100001
7050,133,yes,100001
7050,185,yes,100001
7050,13,abstain,100001
7050,118,absent,100001
7050,183,absent,100001
7050,188,yes,100001
7050,171,absent,100001
7050,100,absent,100001
7050,130,absent,100001
7050,143,yes,100001
7050,120,abstain,100001
7050,37,yes,100001
7050,122,abstain,100001
7050,178,yes,100001
7050,173,absent,100001
7050,176,yes,100001
7050,111,absent,100001
7050,172,absent,100001
7050,23,yes,100001
7050,24,absent,100001
7050,149,yes,100001
7050,14,absent,100001
7050,151,absent,100001
7050,112,absent,100001
7050,181,yes,100001
7050,34,yes,100001
7050,179,abstain,100001
7050,177,absent,100001
7050,156,absent,100001
7050,168,abstain,100001
7050,158,yes,100001
7050,160,absent,100001
7050,189,absent,100001
7050,161,yes,100001
7050,184,absent,100001
7050,45,yes,100009
7050,119,absent,100009
7050,50,abstain,100009
7050,127,yes,100009
7050,52,absent,100009
7050,131,abstain,100009
7050,165,yes,100009
7050,180,yes,100009
7050,44,yes,100009
7050,182,absent,100009
7050,80,yes,100009
7050,54,absent,100009
7050,159,yes,100009
7050,134,absent,100002
7050,125,absent,100002
7050,110,absent,100002
7050,169,yes,100002
7050,61,absent,100002
7050,146,yes,100002
7050,115,yes,100002
7050,121,absent,100002
7050,154,absent,100002
7050,128,absent,100002
7050,175,yes,100002
7050,174,yes,100002
7050,162,absent,100002
7050,139,absent,100004
7050,142,yes,100004
7050,144,absent,100004
