vote_event_id,voter_id,option,explanation
1,3,yes,
10,3,abstain,Pokud dokáže firma udržet kolem nich pořádek a lidi tam nebudou házet cokoliv
11,3,no,"Ale aby stanovilo ještě delší interval odvozu, pokud svou nádobu na směsný odpad nenaplní a tím i určilo jinou cenu.těm, co množství odpadu sníží."
12,3,no,"Kdo jezdí na kole, aby byl bezpečnější ano, ale je to vůle každého, jak se dopravuje."
13,3,yes,
14,3,no,Za předpokladu splnění bodu 13 je to už zbytečné.
15,3,abstain,"Při současném trendu dopravy ne TRAM, nýbrž TROLEJBUS."
16,3,no,"A pokud ano, tak financovány i provozovány soukromým subjektem"
17,3,abstain,"Záleželo by na sortimentu. Nemyslím si, že by to mělo být prioritou."
18,3,yes,"Ale také za podmínky, že budou pracovat, ne pouze nosit vestu."
19,3,no,"Jsem pro to, aby bezdomovci měli jinou možnost, před nádražím obtěžují žebráním."
2,3,yes,
20,3,abstain,"Rozhodně jsem pro odkoupení, ovšem tržní cena je ta, za kterou je někdo ochoten prodat a jiný koupit, takže otázka je nesmyslně postavena."
21,3,yes,"A hlavně ať jsou v ulicích a nesepisují lejstra v kancelářích. Parkovacích míst je ve městě dost, není nutné otravovat řidiče, raději ať se věnují pořádku a dodržování čistoty."
22,3,no,"Nemyslím si, že by vůbec měli mít cikáni jakákoliv privilegia. Člověk jako člověk, když je slušný. A gauneři patří za hranice města (či do kriminálu)."
23,3,yes,"na frekventovaná místa a jedině tehdy, když budou sloužit k monitoringu na Centrálním pultu ochrany s výjezdem policie na místo neplechy."
24,3,no,"Jsem pro silný tlak na výkupny, aby neodebíraly to, co je městský mobiliář, poklopy z kanálů atd."
25,3,no,"Je to diskriminační opatření, kterým vedení města ""nahrazuje"" svou neschopnost zajistit společný postup se sběrnami. Má jiné nástroje."
26,3,abstain,"Pokud to chtějí a jsou natolik profesionální, potom to souvisí i s participativním rozpočtem."
27,3,abstain,"Nevidím k tomu důvod, pokud někomu překáží, je třeba citlivě posoudit účelnost."
28,3,no,"Podnikatelské inkubátory zvýhodňují na úkor konkurence a deformují trh. Jsem pro průmyslovou zónu, ne pro privilegia těm, co začínají. Všichni jednou začínali."
29,3,no,"Pouze ty, které jsou ČERPÁNÍM prostředků z rozpočtu. O tom, čím město vydělává, informovat až v rámci bilance. Jinak by mohlo dojít k narušení podmínek vůči konkurenci."
3,3,no,
4,3,yes,
5,3,yes,
6,3,yes,
7,3,abstain,"Ano, pokud je to nezbytné pro ochranu před povodněmi. Antošovice jsou městská část Ostravy, je to jejich věcí, ne Bohumína."
8,3,yes,
9,3,no,
1,1,no,
10,1,no,
11,1,yes,
12,1,no,
13,1,abstain,
14,1,yes,
15,1,abstain,
16,1,no,
17,1,no,
18,1,no,
19,1,no,
2,1,no,
20,1,yes,
21,1,yes,
22,1,no,
23,1,yes,
24,1,yes,
25,1,no,
26,1,yes,
27,1,no,
28,1,abstain,
29,1,yes,
3,1,abstain,
4,1,no,
5,1,abstain,
6,1,yes,
7,1,abstain,
8,1,no,
9,1,abstain,
1,6,no,
10,6,yes,
11,6,no,
12,6,yes,
13,6,no,
14,6,yes,
15,6,no,
16,6,no,
17,6,yes,
18,6,yes,
19,6,yes,
2,6,no,
20,6,no,
21,6,yes,
22,6,yes,
23,6,yes,
24,6,yes,
25,6,yes,
26,6,no,
27,6,abstain,
28,6,abstain,
29,6,no,
3,6,no,
4,6,abstain,
5,6,no,
6,6,yes,
7,6,abstain,
8,6,abstain,
9,6,abstain,
1,2,yes,
10,2,no,
11,2,yes,"Vhodnější je poplatky snížit (nebo motivovat jiným způsobem), ne odpustit úplně. Každý přeci nějaké odpadky vyprodukuje."
12,2,yes,Propojení cyklostezek v ucelený okruh okolo Bohumína
13,2,yes,Ekobus pro dopravní obsluhu okrajových částí ve vybraných časech.
14,2,yes,
15,2,no,Ekonomicky neproveditelné.
16,2,yes,Počet pozemních stání je již na maximu. Město se nesmí stát jedním velikým parkovištěm.
17,2,no,Jsou to jen další a další betonové plochy a asfaltová parkoviště.
18,2,no,Počet nezvyšovat. Musí se zvýšit produktivita práce.
19,2,no,Nádraží není vhodný objekt pro takové zařízení.
2,2,abstain,
20,2,no,Toto není řešení.
21,2,no,Počet je dostatečný. Je potřeba zvýšit efektivnost a aktivitu.
22,2,yes,Mohlo by to být prospěšné.
23,2,yes,
24,2,no,Nemůžeme trestat slušné lidi.
25,2,no,"Zásadně nesouhlasím, opět je to trest pro všechny slušné obyvatele."
26,2,yes,Ano. Oblast Kopytova je kritickým místem při záplavách a místní členové SDH jsou znalí a zkušení hasiči.
27,2,no,Tvoří dominantu náměstí a nevidíme sebemenší důvod pro přesun.
28,2,yes,Každá pomoc začínajícím živnostníkům je cenná.Město v této oblasti není aktivní.Je třeba  podpořit.
29,2,yes,Významný prvek transparentnosti veřejné správy.Podporujeme.
3,2,yes,
4,2,yes,Je to jediná významná přírodní oblast v okolí Bohumína.
5,2,yes,
6,2,yes,Ve všech městech i obcích.
7,2,abstain,Oblast se jmenuje Mžikovec. Je to otázka pro místní obyvatele ale čisto a pořádek musí být všude.
8,2,yes,Zejména ve smyslu vybudování zimních kotců a výběhů pro choulostivější rasy.
9,2,no,Systém kontejnerů pro separovaný odpad musí být dostupný ve větší míře.
