vote_event_id,voter_id,option,group_id
9360,138,absent,100001
9360,185,absent,100001
9360,190,yes,100001
9360,13,yes,100001
9360,118,absent,100001
9360,193,abstain,100001
9360,183,absent,100001
9360,188,absent,100001
9360,186,yes,100001
9360,171,yes,100001
9360,200,absent,100001
9360,100,absent,100001
9360,143,yes,100001
9360,120,abstain,100001
9360,37,yes,100001
9360,178,yes,100001
9360,173,yes,100001
9360,176,yes,100001
9360,172,yes,100001
9360,198,abstain,100001
9360,23,yes,100001
9360,24,yes,100001
9360,149,yes,100001
9360,14,yes,100001
9360,151,absent,100001
9360,112,absent,100001
9360,181,absent,100001
9360,34,yes,100001
9360,179,yes,100001
9360,177,yes,100001
9360,202,yes,100001
9360,197,yes,100001
9360,156,yes,100001
9360,168,absent,100001
9360,158,abstain,100001
9360,194,absent,100001
9360,160,yes,100001
9360,189,yes,100001
9360,204,absent,100001
9360,161,yes,100001
9360,195,absent,100001
9360,184,abstain,100001
9360,139,absent,100004
9360,142,absent,100004
9360,201,absent,100004
9360,196,absent,100004
9360,210,yes,100004
9360,144,absent,100004
9360,150,absent,100004
9360,192,yes,100004
9360,203,yes,100004
9360,30,absent,100004
9360,15,yes,100004
9360,205,absent,100004
9360,206,absent,100004
9360,45,absent,100009
9360,207,absent,100009
9360,52,absent,100009
9360,131,absent,100009
9360,165,yes,100009
9360,199,yes,100009
9360,180,abstain,100009
9360,44,yes,100009
9360,182,yes,100009
9360,159,absent,100009
9360,169,yes,100002
9360,146,yes,100002
9360,121,yes,100002
9360,187,absent,100002
9360,154,absent,100002
9360,175,absent,100002
9360,174,yes,100002
9360,162,absent,100002
9360,141,absent,100016
9360,186,yes,100016
9360,208,yes,100016
9360,147,absent,100016
9360,163,absent,100016
9360,170,yes,100018
9360,209,yes,100018
9360,145,yes,100018
9361,138,absent,100001
9361,185,absent,100001
9361,190,yes,100001
9361,13,yes,100001
9361,118,absent,100001
9361,193,yes,100001
9361,183,absent,100001
9361,188,absent,100001
9361,186,yes,100001
9361,171,yes,100001
9361,200,absent,100001
9361,100,absent,100001
9361,143,yes,100001
9361,120,abstain,100001
9361,37,yes,100001
9361,178,yes,100001
9361,173,absent,100001
9361,176,yes,100001
9361,172,yes,100001
9361,198,abstain,100001
9361,23,yes,100001
9361,24,absent,100001
9361,149,yes,100001
9361,14,yes,100001
9361,151,absent,100001
9361,112,absent,100001
