vote_event_id,voter_id,option,explanation
1,4,no,"Změna pro Prostějov není pro plošný zákaz, ale pro regulaci a výrazné omezení."
10,4,yes,Ale dle předem stanovených objektivních kritérií výběru.
11,4,yes,"Nejen více, ale především chytře a efektivně."
12,4,yes,
13,4,yes,
14,4,yes,
15,4,yes,
16,4,yes,
17,4,yes,
18,4,no,"Nejprve je nutné nastavit lepší systém komunikace s okrajovými částmi města, poté je možné uvažovat o rozčlenění města na části/obvody. Vše až po provedení odborných analýz kladů a záporů."
19,4,yes,
2,4,no,
20,4,yes,
21,4,yes,
22,4,yes,
23,4,yes,
24,4,yes,
25,4,yes,
26,4,abstain,"Tato varianta má některá negativa, která zmiňuje pan Ing. arch. Fröml. Na tuto otázku nepanuje prozatím jednotný názor."
27,4,no,"Proto Změna navrhla tuto ""kauzu"" do soutěže Otevřeno/Zavřeno, občané nebyly v procesu vůbec konzultováni."
28,4,no,
29,4,yes,
3,4,no,
30,4,yes,
31,4,abstain,
32,4,yes,
33,4,no,Úřední hodiny MÚ alespoň jeden den do 18.00 hod.
34,4,yes,
35,4,abstain,Jsme pro majetková přiznání radních.
36,4,yes,
37,4,yes,
38,4,yes,
39,4,yes,
4,4,no,Jsme pro snížení ceny jízdného.
40,4,yes,"Ano, ale jen omezeně na vytipovaných místech."
41,4,abstain,"Dle našeho kandidáta pana Mgr. Jana Mochťáka, který je vyučujícím na Univerzitě Palackého v Olomouci, se tento model dosud v praxi neosvědčil. Nejsme tedy dosud pro variantu ANO. Je nutné postupovat dle rad odborníků na sociální oblast."
42,4,yes,
5,4,yes,
6,4,yes,
7,4,no,
8,4,yes,Pouze ale kompatibilní software.
9,4,yes,
1,8,yes,
10,8,no,
11,8,yes,
12,8,yes,
13,8,no,
14,8,yes,
15,8,yes,
16,8,no,
17,8,no,
18,8,no,
19,8,yes,
2,8,no,
20,8,yes,
21,8,yes,
22,8,no,
23,8,yes,
24,8,abstain,
25,8,yes,
26,8,yes,
27,8,no,
28,8,yes,
29,8,yes,
3,8,no,
30,8,yes,
31,8,no,
32,8,yes,
33,8,yes,
34,8,yes,
35,8,yes,
36,8,yes,
37,8,yes,
38,8,yes,
39,8,no,
4,8,no,
40,8,yes,
41,8,yes,
42,8,no,
5,8,yes,
6,8,yes,
7,8,no,
8,8,no,
9,8,yes,
1,9,yes,
10,9,yes,
11,9,yes,"navrhujeme zřízení odboru kultury, marketingu a cestovního ruchu, samostatné řízení tohoto resortu je nezbytné"
12,9,no,za hospodaření je zodpovědná zvolená reprezentace
13,9,abstain,"jde o to, co se pod tímto pojmem rozumí"
14,9,yes,máme v programu
15,9,yes,s cenzurou neslušných vystoupení. Pro zastupitele může být cenným zdrojem informací
16,9,yes,podporu prodeje produktů z Hané máme v programu
17,9,yes,město musí vytvořit důstojný koncept trhů
18,9,abstain,"I o tomto jsme uvažovali, je třeba skutečně zjistit náročnost financování"
19,9,yes,jsme jednoznačně pro
2,9,no,
20,9,yes,"odpůrci jsou mimo zákon, když tvrdí, že lze změnit zadání záměru z roku 2008. Město musí jednoznačně požadovat doložení ekonomické reálnosti projektu. Bez jistoty smysluplnosti akce, nelze prodat městský majetek nikomu. Proto nám vadí ukvapené kroky a netransparentní management celé akce."
