vote_event_id,voter_id,option,group_id
1436,41,yes,100001
1436,29,yes,100001
1436,85,absent,100001
1436,13,yes,100001
1436,38,yes,100001
1436,28,yes,100001
1436,100,yes,100001
1436,20,absent,100001
1436,17,yes,100001
1436,9,yes,100001
1436,1,yes,100001
1436,101,yes,100001
1436,37,yes,100001
1436,42,yes,100001
1436,78,absent,100001
1436,77,abstain,100001
1436,23,yes,100001
1436,24,yes,100001
1436,14,yes,100001
1436,59,yes,100001
1436,34,yes,100001
1436,39,yes,100001
1436,70,yes,100001
1436,68,yes,100001
1436,36,no,100004
1436,4,no,100004
1436,95,absent,100004
1436,6,no,100004
1436,8,abstain,100004
1436,62,absent,100004
1436,66,no,100004
1436,33,no,100004
1436,72,abstain,100004
1436,102,abstain,100004
1436,74,absent,100004
1436,3,no,100004
1436,32,no,100004
1436,65,abstain,100004
1436,12,absent,100004
1436,11,yes,100004
1436,30,abstain,100004
1436,15,absent,100004
1436,69,no,100004
1436,35,abstain,100004
1436,18,no,100004
1436,71,absent,100004
1436,48,yes,100009
1436,98,yes,100009
1436,50,yes,100009
1436,46,absent,100009
1436,57,yes,100009
1436,108,yes,100009
1436,107,yes,100009
1436,81,abstain,100009
1436,44,yes,100009
1436,89,yes,100009
1436,80,yes,100009
1436,51,yes,100009
1436,73,abstain,100009
1436,54,yes,100009
1436,104,abstain,100009
1436,60,yes,100009
1436,45,yes,100005
1436,52,yes,100005
1436,88,yes,100005
1436,43,abstain,100005
1436,47,yes,100005
1436,90,yes,100005
1436,16,yes,100005
1436,63,yes,100005
1436,84,absent,100005
1436,21,absent,100005
1436,92,abstain,100018
1436,5,absent,100018
1436,109,yes,100018
1436,103,abstain,100018
1436,53,yes,100018
1436,56,absent,100018
1436,75,yes,100018
1435,41,abstain,100001
1435,29,no,100001
1435,85,absent,100001
1435,13,no,100001
1435,38,abstain,100001
1435,28,abstain,100001
1435,100,no,100001
1435,20,absent,100001
1435,17,no,100001
1435,9,no,100001
1435,1,no,100001
1435,101,abstain,100001
1435,37,abstain,100001
1435,42,no,100001
1435,78,absent,100001
1435,77,no,100001
1435,23,no,100001
1435,24,no,100001
1435,14,no,100001
1435,59,no,100001
1435,34,no,100001
1435,39,no,100001
1435,70,no,100001
1435,68,no,100001
1435,36,yes,100004
1435,4,no,100004
1435,95,absent,100004
1435,6,no,100004
1435,8,no,100004
1435,62,absent,100004
1435,66,no,100004
1435,33,yes,100004
1435,72,abstain,100004
1435,102,abstain,100004
1435,74,absent,100004
1435,3,no,100004
1435,32,yes,100004
1435,65,abstain,100004
1435,12,absent,100004
1435,11,no,100004
1435,30,no,100004
1435,15,absent,100004
1435,69,no,100004
1435,35,no,100004
1435,18,no,100004
1435,71,absent,100004
1435,48,abstain,100009
1435,98,abstain,100009
1435,50,no,100009
1435,46,absent,100009
1435,57,no,100009
