vote_event_id,voter_id,option,group_id
2695,133,absent,100001
2695,85,yes,100001
2695,13,yes,100001
2695,118,absent,100001
2695,28,yes,100001
2695,100,absent,100001
2695,120,absent,100001
2695,9,absent,100001
2695,1,yes,100001
2695,101,yes,100001
2695,37,absent,100001
2695,42,yes,100001
2695,122,yes,100001
2695,111,yes,100001
2695,78,yes,100001
2695,23,yes,100001
2695,24,yes,100001
2695,14,yes,100001
2695,112,yes,100001
2695,34,absent,100001
2695,39,yes,100001
2695,70,absent,100001
2695,48,yes,100009
2695,98,absent,100009
2695,50,yes,100009
2695,46,yes,100009
2695,57,absent,100009
2695,127,yes,100009
2695,131,abstain,100009
2695,108,yes,100009
2695,107,yes,100009
2695,81,yes,100009
2695,44,absent,100009
2695,89,absent,100009
2695,80,yes,100009
2695,51,yes,100009
2695,129,absent,100009
2695,73,absent,100009
2695,54,absent,100009
2695,104,yes,100009
2695,60,absent,100009
2695,45,abstain,100005
2695,134,absent,100005
2695,125,yes,100005
2695,110,abstain,100005
2695,61,yes,100005
2695,52,yes,100005
2695,130,absent,100005
2695,88,absent,100005
2695,43,absent,100005
2695,121,yes,100005
2695,90,absent,100005
2695,16,yes,100005
2695,63,absent,100005
2695,128,no,100005
2695,84,absent,100005
2695,21,absent,100005
2695,36,yes,100004
2695,4,absent,100004
2695,95,yes,100004
2695,6,yes,100004
2695,66,absent,100004
2695,33,absent,100004
2695,72,yes,100004
2695,102,yes,100004
2695,12,absent,100004
2695,11,abstain,100004
2695,30,yes,100004
2695,15,absent,100004
2695,69,absent,100004
2695,18,yes,100004
2695,119,yes,100018
2695,92,abstain,100018
2695,109,absent,100018
2695,103,absent,100018
2695,135,absent,100018
2695,3,yes,100018
2695,115,yes,100018
2695,75,abstain,100018
2695,123,absent,100018
2695,116,absent,100018
2694,133,absent,100001
2694,85,yes,100001
2694,13,yes,100001
2694,118,absent,100001
2694,28,yes,100001
2694,100,absent,100001
2694,120,absent,100001
2694,9,absent,100001
2694,1,yes,100001
2694,101,yes,100001
2694,37,absent,100001
2694,42,yes,100001
2694,122,yes,100001
2694,111,yes,100001
2694,78,yes,100001
2694,23,yes,100001
2694,24,yes,100001
2694,14,yes,100001
2694,112,yes,100001
2694,34,absent,100001
2694,39,yes,100001
2694,70,absent,100001
2694,48,yes,100009
2694,98,absent,100009
2694,50,absent,100009
2694,46,yes,100009
2694,57,absent,100009
2694,127,yes,100009
2694,131,abstain,100009
2694,108,yes,100009
2694,107,yes,100009
2694,81,yes,100009
2694,44,absent,100009
2694,89,absent,100009
2694,80,yes,100009
2694,51,yes,100009
2694,129,absent,100009
2694,73,absent,100009
2694,54,absent,100009
2694,104,yes,100009
2694,60,absent,100009
2694,45,abstain,100005
2694,134,absent,100005
2694,125,yes,100005
2694,110,abstain,100005
2694,61,yes,100005
2694,52,yes,100005
2694,130,absent,100005
2694,88,absent,100005
2694,43,absent,100005
2694,121,yes,100005
2694,90,absent,100005
2694,16,yes,100005
2694,63,absent,100005
2694,128,yes,100005
2694,84,absent,100005
2694,21,absent,100005
2694,36,yes,100004
2694,4,absent,100004
2694,95,yes,100004
2694,6,yes,100004
2694,66,absent,100004
2694,33,absent,100004
2694,72,yes,100004
2694,102,yes,100004
2694,12,absent,100004
2694,11,abstain,100004
