weight,session,date,bobosikova,dienstbier,fischer,fischerova,franz,roithova,schwarzenberg,sobotka,zeman,input-age,input-attend,input-change_mind,input-change_result,input-info_from,input-info_from-other,input-looking_for_info,input-negative_vote,input-occupation,input-place,input-previously,input-sex
0.544768304710186,v7542vohhuov5jmgl355d38fj7,2012-12-26 16:23:50,9,6,2,7,5,8,3,1,4,18_29,yes,0,0,friends,,-78,bobosikova,student,3000_10000,no,man
2.61441730681481,onghl55g4t1350tk9ct8huqb71,2012-12-26 16:23:58,9,1,6,3,5,2,7,8,4,30_39,probably_yes,100,14,social_network,,100,schwarzenberg,enterpreneur,3000_10000,yes,man
0.720268161386098,1bn7fflsq5c77svampab60up55,2012-12-26 16:39:25,9,3,6,4,5,2,1,7,8,30_39,yes,30,30,friends,,90,zeman,enterpreneur,120000_,yes,man
2.61441730681481,in40rr1gbsmgsj11r3jkf0dnf2,2012-12-26 17:48:52,4,1,6,2,5,7,9,8,3,18_29,yes,0,0,friends,,4,schwarzenberg,student,_3000,no,woman
1.48502093586824,f0fpn5p885jff4job12duldtq1,2012-12-26 18:15:00,7,6,1,5,9,8,4,3,2,_18,no_right,0,0,internet,,-10,franz,student,3000_10000,no,woman
1.68004646728095,hhkhp04ingpdbmjo55q45s7g74,2012-12-26 19:12:33,9,4,2,7,8,5,6,3,1,18_29,yes,-20,-20,friends,,50,bobosikova,student,_3000,yes,man
2.61441730681481,d1fstf0b0tblppepj3oi2ak4p3,2012-12-26 19:36:27,4,1,6,2,3,7,9,8,5,18_29,yes,0,0,internet,,0,zeman,student,10000_50000,no,woman
1.60416916410741,0cl3pvv7muvd7l3bc5jd58io35,2012-12-26 19:42:50,9,5,1,8,6,7,2,3,4,18_29,yes,40,20,internet,,28,zeman,student,3000_10000,yes,man
0.544768304710186,8hrpj1e6n2d6ms83r5mhgmti34,2012-12-26 19:58:02,7,9,8,6,2,5,3,1,4,18_29,yes,0,0,friends,,-10,fischer,student,50000_120000,no,woman
1.68004646728095,htejm9vnttq5d7tgniutm4kvv2,2012-12-26 20:12:41,8,2,7,6,9,4,5,3,1,18_29,yes,0,0,internet,,-80,franz,student,_3000,no,woman
0.534751695535466,vcrlrn8bnpq7km741dpc8icum6,2012-12-26 20:42:42,8,5,7,4,2,1,3,9,6,18_29,yes,50,0,internet,,70,sobotka,student,120000_,yes,woman
0.720268161386098,f4jvg5f5s6mlhqcgagkfmjpm75,2012-12-26 20:43:59,9,7,3,5,4,6,1,2,8,18_29,yes,0,0,friends,,30,bobosikova,employee,,no,woman
0.751374052596371,ccll8un054567odkiv2ea5uj64,2012-12-26 21:45:12,8,3,9,1,7,6,5,4,2,18_29,dont_know,0,0,social_network,,16,fischer,student,50000_120000,no,man
1.68004646728095,n478l3am3sngqlc1vm1f2kmod7,2012-12-26 21:54:04,3,5,4,9,8,7,2,6,1,18_29,probably_yes,0,0,friends,,-50,franz,employee,50000_120000,no,woman
0.317627955852387,ii3inpokmu3u7oln14d0e92fi5,2012-12-26 22:43:15,4,5,6,7,1,8,2,3,9,_18,no_right,0,0,internet,,-90,zeman,student,120000_,no,man
0.544768304710186,5jp2c6j9gfrnp3fr6csmi5bsh1,2012-12-26 22:52:36,9,6,8,7,4,5,2,1,3,18_29,,60,10,internet,,4,fischer,student,120000_,yes,man
1.60416916410741,p5rlpu1lhjs4m22dci1ujruha2,2012-12-26 23:22:29,5,6,1,7,8,9,2,4,3,50_59,,0,0,internet,,50,fischerova,employee,50000_120000,no,woman
0.317627955852387,dgnntqdhj35ggu8ch4v05aom26,2012-12-27 00:03:14,6,7,8,3,1,4,2,5,9,18_29,yes,0,0,press,,22,zeman,other,_3000,no,man
0.534751695535466,1hs7mntq0kejjl0b5epl3q7hj3,2012-12-27 00:16:31,8,4,2,5,6,1,3,9,7,18_29,yes,10,-4,friends,,-78,sobotka,student,10000_50000,yes,woman
0.720268161386098,n1g2fkcttl0et26jl2i07ptq30,2012-12-27 01:01:33,8,5,3,7,6,9,1,4,2,30_39,yes,0,0,internet,,-66,franz,employee,120000_,no,man
0.544768304710186,39r1ak6cf6fpad2oht8itha4m4,2012-12-27 01:40:22,9,4,3,5,6,7,2,1,8,18_29,yes,0,0,internet,,40,zeman,student,10000_50000,no,man
1.60416916410741,bps9geonnu28uffe3124qtsk87,2012-12-27 05:00:51,9,5,1,6,8,7,2,4,3,18_29,yes,0,0,internet,,80,bobosikova,employee,3000_10000,no,man
0.720268161386098,38amko4oo6cup1dvecap0ql5k5,2012-12-27 09:28:40,7,2,4,5,9,6,1,8,3,18_29,yes,0,0,friends,,14,franz,student,3000_10000,no,woman
0.534751695535466,6lc2g7tvm0rhgn05d19i2d6fq6,2012-12-27 09:31:33,8,9,6,7,5,1,2,3,4,50_59,yes,0,0,internet,,26,dienstbier,employee,10000_50000,no,woman
1.10987670924017,1a33rqj0ihh3giiu6vfu3ran23,2012-12-27 11:32:39,1,5,9,7,6,8,3,2,4,18_29,probably_yes,0,0,social_network,,0,fischer,student,120000_,no,woman
0.317627955852387,gh7c3nmemptar0t9s1a27ula31,2012-12-27 12:42:36,7,8,9,6,1,4,2,5,3,18_29,yes,0,0,friends,,30,fischer,student,_3000,no,man
0.317627955852387,6dgkfl3a9itel18o4o3uensbr2,2012-12-27 12:45:25,9,8,3,6,1,7,2,4,5,_18,no_right,0,0,friends,,24,bobosikova,student,3000_10000,no,woman
0.720268161386098,h6sbt72l2ojt450eb5sga0e862,2012-12-27 12:50:55,9,6,2,5,3,4,1,7,8,18_29,yes,0,0,internet,,66,bobosikova,student,3000_10000,no,man
0.534751695535466,6m8soaj65l8q44uaa27m7otqv6,2012-12-27 13:03:46,9,4,7,2,8,1,3,5,6,30_39,yes,0,0,friends,,50,bobosikova,employee,120000_,no,man
0.317627955852387,qb6fsisv5nahj5h3bpqct7dq23,2012-12-27 13:13:59,9,6,2,3,1,4,5,7,8,18_29,yes,0,0,friends,,14,bobosikova,employee,120000_,no,woman
0.423700446690478,lsv4hftpgppit3pph6ssmp6i43,2012-12-27 13:26:33,9,8,7,1,6,4,2,5,3,40_49,yes,0,0,internet,,34,bobosikova,employee,120000_,no,woman
1.60416916410741,3en2ouaqcqm5588bmpb505lga3,2012-12-27 13:41:15,6,5,1,4,9,7,2,8,3,18_29,yes,0,0,internet,,-40,,student,50000_120000,no,woman
0.720268161386098,k7a2cu8m25ute37daqhnv5d6f7,2012-12-27 14:11:29,7,6,8,5,3,4,1,2,9,18_29,yes,-50,10,internet,,70,zeman,student,3000_10000,yes,man
0.534751695535466,vjdgaqjohsi99kjjahbcsjs032,2012-12-27 14:12:08,8,7,5,2,4,1,3,6,9,18_29,yes,20,20,internet,,50,zeman,employee,_3000,yes,man
0.721244815089986,m0as38vgee9nnou0ajvbun3be2,2012-12-27 14:37:09,6,1,2,5,9,7,3,8,4,50_59,probably_yes,0,0,friends,,0,franz,employee,_3000,no,woman
1.60416916410741,t0j5i2vh1nt6r80samb34dbt05,2012-12-27 15:09:20,5,4,1,7,2,9,3,6,8,18_29,yes,-24,-24,tv,,22,zeman,student,3000_10000,no,woman
1.68004646728095,902d307qvhvtiindnoojfnve03,2012-12-27 15:26:54,9,2,3,7,8,6,4,5,1,18_29,yes,0,0,internet,,100,bobosikova,student,3000_10000,no,woman
0.737212962001074,co5m1d895sou6g98vov7jomu92,2012-12-27 16:43:22,3,8,9,7,1,6,5,2,4,30_39,probably_yes,0,0,friends,,25,fischer,employee,120000_,no,man
0.720268161386098,o5p9gtqotif5the93980ju3ap3,2012-12-27 16:56:35,5,4,8,7,9,3,1,6,2,18_29,,0,0,internet,,2,fischer,employee,3000_10000,no,man
0.720268161386098,11noslckmjgubvkrs355escjt4,2012-12-27 17:17:03,8,7,3,9,6,5,1,2,4,30_39,yes,0,0,internet,,50,fischer,enterpreneur,120000_,no,man
0.720268161386098,3i00so33a9bm3ot5eqt0a71050,2012-12-27 17:41:22,9,8,7,4,3,5,1,2,6,40_49,yes,0,0,social_network,,40,fischer,employee,120000_,no,woman
2.61441730681481,c4p85shgb2ec0hfh47lm97nat0,2012-12-27 17:53:42,7,1,3,6,4,9,8,5,2,18_29,yes,20,10,internet,,50,roithova,enterpreneur,120000_,yes,woman
0.544768304710186,gn69mvfns0uf2hvg1vdtosmpu2,2012-12-27 18:01:48,8,9,3,6,2,7,4,1,5,18_29,yes,0,0,friends,,10,dienstbier,student,10000_50000,no,woman
1.68004646728095,dkn0e3ijr7bn1g4os0bo7igio1,2012-12-27 18:08:27,9,7,8,4,3,5,2,6,1,18_29,yes,0,0,friends,,8,fischer,student,10000_50000,no,woman
1.11433627927971,5hb48neu55qvi4874br5s25qv4,2012-12-27 18:47:47,1,6,3,8,5,7,9,4,2,30_39,probably_yes,0,0,friends,,60,bobosikova,employee,120000_,no,woman
0.737212962001074,c94q9u5uu6ucsk0b0jh79m9aj0,2012-12-27 18:48:04,7,5,9,8,1,6,3,4,2,_18,no_right,0,0,social_network,,10,fischer,student,120000_,no,man
0.317627955852387,j0logdkij2m40hi3eu1la5frn7,2012-12-27 19:05:57,8,6,4,9,1,7,2,3,5,18_29,probably_no,0,0,friends,,50,zeman,employee,120000_,no,man
0.721244815089986,uhvl9rpc6g8h5c7j6nld5v72m3,2012-12-27 19:11:43,9,1,5,2,8,3,4,7,6,18_29,yes,-90,-90,friends,,40,,employee,120000_,yes,woman
0.720268161386098,use3oo781bi73l3f5i1be9rhk6,2012-12-27 19:15:00,9,5,8,3,2,7,1,6,4,18_29,yes,0,0,press,,90,bobosikova,employee,10000_50000,no,man
0.534751695535466,c5idiaavlgi1m0oo0fknv4oep5,2012-12-27 19:32:24,5,4,7,8,9,1,2,3,6,18_29,yes,25,36,internet,,-14,franz,student,3000_10000,yes,woman
1.60416916410741,vnb9elnbnqv556ucdhss06c8m7,2012-12-27 19:34:39,6,9,1,5,2,4,3,7,8,18_29,yes,0,0,internet,,-52,dienstbier,student,50000_120000,no,woman
0.720268161386098,7vlgbk3h3c7890dd9gd4rdpqt6,2012-12-27 19:59:20,8,7,6,4,9,2,1,3,5,18_29,yes,0,0,friends,,0,fischer,student,120000_,no,man
1.60416916410741,jundaame3ckj1kop8gaapl4hs0,2012-12-27 20:02:49,9,2,1,7,5,8,3,4,6,18_29,yes,0,0,internet,,-70,franz,student,10000_50000,no,woman
1.68004646728095,6um4mla09icg01ke2j6at8r8d2,2012-12-27 20:10:05,6,3,4,7,9,8,2,5,1,40_49,probably_yes,0,0,internet,,62,franz,employee,_3000,no,man
0.544768304710186,tqfqi4clpi9mtfjn8gv1tr9pa1,2012-12-27 20:16:57,4,7,5,6,3,8,2,1,9,18_29,yes,0,0,friends,,68,zeman,employee,3000_10000,no,woman
0.720268161386098,v88pbq489krgbbeocfs0mvid13,2012-12-27 21:04:00,9,2,4,8,7,3,1,6,5,18_29,yes,0,0,internet,,10,franz,employee,120000_,no,man
1.45408682062799,1fb94r8l7e1hrsdj59t1kcos45,2012-12-27 21:44:35,2,8,5,4,3,1,9,6,7,30_39,,0,0,internet,,50,schwarzenberg,employee,_3000,no,woman
0.720268161386098,k33c15c69mhrec4pf81bhv6rl5,2012-12-27 21:50:26,8,9,2,6,7,4,1,5,3,18_29,probably_yes,0,0,friends,,-100,dienstbier,student,_3000,no,man
2.61441730681481,3mvp9th0q58bbvrh1em146i1v4,2012-12-27 22:37:46,2,1,7,6,3,4,9,5,8,18_29,probably_yes,0,0,friends,,0,schwarzenberg,employee,_3000,no,man
1.45408682062799,4aesm4h7vcq2ud27ho92li24v2,2012-12-27 22:59:58,5,4,3,2,9,1,8,6,7,18_29,yes,-50,30,internet,,-20,franz,student,10000_50000,yes,man
