vote_event_id,voter_id,option,explanation
1,4,yes,
10,4,no,
11,4,no,
12,4,no,
13,4,yes,
14,4,yes,
15,4,yes,
16,4,no,
17,4,no,
18,4,no,
19,4,yes,
2,4,yes,
20,4,yes,
21,4,no,
22,4,yes,
23,4,yes,
24,4,yes,
25,4,abstain,Nejprve bych se rád seznámil se zahraničními příklady a podmínkami pro předložení a následného projednávání zákonů formou petice občanů.
26,4,yes,
27,4,abstain,"Nejprve bych se rád od odborníků na konkrétních případech dozvěděl, jaké jsou dopady vybudování mešity na její bezprostřední okolí, jak je ovlivněno životní prostředí starousedlíků,..."
28,4,no,
29,4,yes,
3,4,yes,
30,4,abstain,Nejprve bych si chtěl podrobněji prostudovat podmínky a závazky ze smlouvy vyplývající.
31,4,no,
32,4,yes,
33,4,yes,
34,4,yes,
35,4,abstain,Pozitiva či negativa tohoto nařízení nemám zatím dostatečně nastudované.
4,4,yes,
5,4,yes,
6,4,yes,
7,4,no,
8,4,yes,
9,4,no,
1,3,yes,aby to ovšem bylo vázané na určitý počet žadatelů
10,3,no,Samotné referendum a jeho uskutečnění je značně nákladné.
11,3,no,
12,3,no,
13,3,yes,
14,3,no,"Vyučovat jako volitelný předmět ano, ale není nutné podporovat tuto výuku, důležité je podporovat výuku jiných jazyků."
15,3,yes,
16,3,yes,
17,3,yes,
18,3,no,
19,3,yes,"Můj otec si důchodové připojištění platil a když z toho měl něco mít, přišel rok 1948."
2,3,yes,
20,3,no,
21,3,no,
22,3,no,"Nemůže-li poslanec nebo senátor vykonávat funkci, nechť odstoupí."
23,3,yes,
24,3,yes,Vhodnější je využívat vlakovou dopravu.
25,3,yes,
26,3,no,"Od voličů se očekává určitá aktivita v tom, že se k volbám dostaví. Předpokládá se, že si takový volič rozmyslí, koho volit."
27,3,yes,V muslimských zemích také není dovoleno stavět křesťanské kostely.
28,3,no,
29,3,yes,
3,3,yes,"Souhlasím ovšem pouze v případech, kdy stát je vlastníkem majoritního podílu v podniku."
30,3,abstain,
31,3,no,"Lidé by si mysleli, že dotyčná žena získala funkci ne proto, že je schopná, ale proto, že je žena."
32,3,yes,
33,3,yes,
34,3,yes,
35,3,no,
4,3,no,jednalo by se o navržení rovnosti
5,3,yes,
6,3,yes,"Euro budeme muset přijmout, jinak zůstaneme na okraji EU. Měli b\chom to přijmout, ale až se ekonomika EU stabilizuje."
7,3,no,
8,3,no,Rozmisťování státních institucí by komplikovalo přístup veřejnosti a nutilo ji k dojíždění.
9,3,no,Eutanazie je snadno zneužitelná.
1,10,yes,
10,10,yes,Elektronicky prováděné referendum by účast občanů ve velkých městech jistě zvýšilo.
11,10,no,V současné geopolitické situaci je členství ČR v NATO nezbytné.
12,10,no,Členství ČR v EU je důležitým nástrojem ekonomické stability a prosperity.
13,10,yes,Takový zákon v ČR už dávno měl být.
14,10,yes,"Při dostatečném zájmu žáků, resp. jejich rodičů jistě. Řešení romské otázky nespočívá v anihilaci romského etnika, ale v zajištění jeho vzdělání a jazykové a kulturní kontinuity."
15,10,yes,Při legitimní trestné činnosti jistě imunita poslanců a senátorů být nemá.
16,10,yes,"Regulační poplatky by měly být ponechány v ambulantní sféře tam, kde by skutečně plnily regulační úlohu, tedy omezení zbytečných návštěv u lékaře, nedůvodných laboratorních vyšetření a pohotovostní službě. Měly by být zrušeny v lékárnách bez výjimek. Hospitalizační poplatky by se měly znovu zavést opět s individualizací podle důvodu a délky pobytu pacientů na lůžkových odděleních."
17,10,no,
18,10,no,Senát je zakotven v Ústavě ČR.
19,10,yes,O druhém pilíři důchodového systému by bylo možné uvažovat jen za podmínek garance penzijného fondu státem a možnosti občanů ze systému vystoupit.
2,10,yes,"Nemyslím, že by zveřejňování smluv na internetových úředních deskách zvyšovalo byrokracii. Stejně se v dnešní době všechny smlouvy a jiné úřední listiny píšou na počítačových textových editorech."
20,10,abstain,
21,10,abstain,
22,10,yes,Práci v exekutivní i legislativní sféře by měli jak zvolení poslanci tak i jmenovaní státní úředníci dělat naplno.
23,10,abstain,
24,10,yes,Maximální množství kamionové přepravy by mělo být převedeno na železnici.
25,10,yes,Občané by měli mít v tomto smyslu petiční právo uplatnit.
26,10,yes,Dříve nebo později k tomu stejně dojde a podle mého soudu by to zvýšilo účast občanů v volbách.
27,10,abstain,
28,10,no,
29,10,yes,
3,10,yes,NKÚ by měl toto právo mít a kontrolovat hospodaření státem či obcemi vlastněných podniků namátkově nebo při důvodném podezření.
30,10,yes,
31,10,no,Rovnost pohlaví před zákonem je jedním ze základních bodů Listiny základních práv a svobod.
32,10,yes,"Má-li být prezident nadstranický, musí být volen občany."
33,10,yes,
34,10,yes,"V každém případě, protože jejich rozpočet není tvořen jen členskými a sponzorskými příspěvky, ale dotován ze státního rozpočtu."
35,10,yes,"Obecně, používání obnovitelných zdrojů energie by mělo být v rovnováze s vlivem jejich výroby nebo získávání na životní prostředí."
4,10,no,
5,10,yes,Bez výjimek.
6,10,yes,Vždyť se k tomu při vstrupu do EU ČR zavázala.
7,10,no,"Zatím ne, dokud nebude zaveden systém půjček splatných až po ukončení studia."
8,10,yes,"Při současné zcela převažující elektronické komunikaci mezi institucemi a úřady není důvod, aby byly centralizovány,"
9,10,no,"Současná medicína má dostatek prostředků, jak zajistit kriticky nemocnému důstojný a snesitelný spontánní konec života."
1,6,yes,
10,6,yes,
11,6,yes,
12,6,no,
13,6,yes,
14,6,yes,
15,6,yes,
16,6,yes,
17,6,no,
18,6,no,
19,6,yes,
2,6,yes,
20,6,yes,
21,6,no,Je třeba počkat na zkušenosti po zavedení možnosti adopce dítěte partnerem biologického rodiče.
22,6,yes,
23,6,abstain,Záleží to na konkrétních podmínkách činnosti instituce.
24,6,yes,
25,6,yes,
26,6,yes,
27,6,no,Mešita sama ještě nikde nepodnikla teroristický čin.
28,6,abstain,"Velmi se bojím možnosti zneužití, ale jsou chvíle, kdy bych to sám bral za spravedlivé řešení."
29,6,yes,
3,6,yes,
30,6,no,
31,6,abstain,Nejprve je třeba zavést tuto povinnost pro politické strany.
32,6,yes,
33,6,yes,
34,6,yes,
35,6,abstain,"Neznám objektivní údaje a nemohu vyloučit, že obě strany sporu lžou."
4,6,yes,
5,6,abstain,
6,6,abstain,
7,6,no,
8,6,yes,
9,6,yes,
1,1,yes,Referenda - ať už konzultativní nebo závazná - mají svůj význam a měla by být využívána. Na druhou stranu je nutné např. pomocí hlasování přes internet podpořit účast občanů na rozhodování.
10,1,yes,"Zároveň upozorňuji, že je rozdíl mezi slovy platnost a závaznost."
11,1,no,"NATO je systém vazeb mezi státy, který se podílí na zajištění naší bezpečnosti i na snížení nákladů na obranu České republiky. Naše role v NATO by měla být mnohem aktivnější."
