vote_event_id,voter_id,option,explanation
1,10,no,to není technicky realizovatelný požadavek vzhledem k počtu smluv uzavíraných městem. Město by mělo zveřejňovat kompletní podklady pro jednání zastupitelstva.
10,10,no,
11,10,yes,
12,10,no,
13,10,no,
14,10,yes,
15,10,no,
16,10,yes,
17,10,no,
18,10,no,
19,10,no,
2,10,yes,"Není možné tvrdit, že město nekontroluje své vlastní firmy zastupitelstvem."
20,10,no,
21,10,no,
22,10,no,
23,10,no,
24,10,yes,
25,10,yes,
26,10,no,"Strážníci musejí bezdomovce kontrolovat, svoboda pohybu osob ale nemůže být narušena."
3,10,yes,
4,10,yes,
5,10,no,
6,10,no,
7,10,yes,
8,10,no,
9,10,no,
1,8,yes,Už se tak děje - město Plzeň již nyní zveřejňuje na speciálním portálu všechny veřejné zakázky s hodnotou nad 50 tis. Kč https://zakazky50.plzen.eu/index.php?od=0
10,8,yes,"Je to účinná cesta, jak zajistit parkování pro rezidenty."
11,8,yes,"Je to účinná cesta, jak zajistit parkování pro rezidenty."
12,8,abstain,"Je to možnost k diskusi, nicméně odmítáme čistě populistické návrhy typu jízdné za 1 Kč. Preferujeme další rozšiřování MHD a zvyšování kvality služeb."
13,8,abstain,Pro tento návrh jsem z klubu ODS hlasoval jediný:-)
14,8,yes,"Dokonce se audit provádět musí. Firmy jsou každý rok řádně auditovány, je to zákonná povinnost."
15,8,abstain,"Město - městské obvody zřizují pouze dvoje jesle s malou kapacitou. Je to velmi komplikované téma, spíše pro budoucnost."
16,8,yes,Zejména pokud se změní stavební zákon a tato pozice v něm bude popsána a nadána jasnými kompetencemi. Dnes však v Plzni tuto funkci efektivně zajišťuje městská společnost Útvar koncepce a rozvoje města Plzně.
17,8,no,"Není k tomu žádný důvod, firma je velmi silná a má dlouhodobou smlouvu na dodávku uhlí."
18,8,abstain,"Já jsem pro dramatické zklidnění centra, ale to tvrzení je nejasné, např. ohledně rozsahu centra, a názory na toto jsou nejednotné."
19,8,yes,"Zejména u škol, ale při zachování všech pravidel respektujících soukromí."
2,8,abstain,"Tato otázka obsahuje nepravdivou informaci. Zastupitelstvo města Plzně v tomto volebním období schválilo všechny velké projekty realizované městskými obchodními společnostmi, což je jak projekt ZEVO Chotíkov (Plzeňská teplárenská, a.s.),  tak technická základna dopravního podniku (Plzeňské městské dopravní podniky, a.s.)"
20,8,abstain,Opět nejasné znění otázky - co to konkrétně znamená? v jakém rozsahu? Např. rozpočet města Plzně je v detailu veřejný.
21,8,abstain,"Opravdu k tomuto tématu není jednotný názor. Já jsem spíše proti, ale jsou silné hlasy pro."
22,8,no,"Byl by to nesmyslný výdaj, který by se navíc těžko obhajoval. Město má jiné nástroje na ovlivnění využití tohoto prostoru."
23,8,no,
24,8,yes,
25,8,no,"úplný zákaz není řešení, řešením je výrazné omezení, což jsme učinili."
26,8,abstain,"Nedá se úplně jednoznačně odpovědět. Vůči všem agresivním jedincům, kteří narušují veřejný pořádek, se musí v souladu se zákony zakročit, mezi nimi mohou být i bezdomovci. Stejně tak se v centru vyskytují bezdomovci, kteří veřejný pořádek nijak neporušují a není důvod je omezovat, chceme jim naopak pomáhat, stojí-li o pomoc."
3,8,yes,"Nicméně otázka je nejasná, není zřejmé, co vše se míní ""výstavbou"". V řadě lokalit v plzeňských sídlištích je např. velká a legitimní poptávka po parkovištích, což je též z pohledu stavebního zákona ""výstavba"". Takže záleží případ od případu."
4,8,yes,"Jednoznačně, jde o klíčový projekt pro rozvoj ZČU i celého prostoru."
5,8,no,"Město tento profesionální klub přímo finančně nepodporuje, poskytujeme klubu infrastrukturu, která je v majetku města."
6,8,no,"Město tento profesionální klub přímo finančně nepodporuje, poskytujeme klubu  infrastrukturu, která je v majetku města."
